representation,representation_key,model_seed,draw,metric,evaluator_seed,value,source
Period-Aligned 2D,period_aligned_2d,123,100001,context_fid,42.0,1.0275462847781434,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,123,100001,context_fid,123.0,0.8573009904458156,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,123,100001,correlational_score,,0.08538179099559784,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,123,100001,discriminative_score,0.0,0.16768292682926833,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100001,discriminative_score,42.0,0.16646341463414638,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100001,discriminative_score,123.0,0.1530487804878049,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100001,predictive_score,0.0,0.10965743393717275,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100001,predictive_score,42.0,0.12195610737899187,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100001,predictive_score,123.0,0.11004951633822202,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100002,context_fid,0.0,0.8714089173146515,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,123,100002,context_fid,42.0,1.0199159609132056,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,123,100002,context_fid,123.0,0.8500812732283991,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,123,100002,correlational_score,,0.0739242434501648,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,123,100002,discriminative_score,0.0,0.1713414634146342,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100002,discriminative_score,42.0,0.1682926829268293,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100002,discriminative_score,123.0,0.15609756097560978,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100002,predictive_score,0.0,0.11093662898019829,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100002,predictive_score,42.0,0.1231584624442803,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100002,predictive_score,123.0,0.11850559479307776,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100003,context_fid,0.0,0.9172539190808273,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,123,100003,context_fid,42.0,1.0732991917574703,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,123,100003,context_fid,123.0,0.8903201766058204,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,123,100003,correlational_score,,0.07988603413105011,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,123,100003,discriminative_score,0.0,0.18048780487804883,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100003,discriminative_score,42.0,0.17804878048780493,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100003,discriminative_score,123.0,0.17195121951219516,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100003,predictive_score,0.0,0.10905618485776358,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100003,predictive_score,42.0,0.12187477342376951,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100003,predictive_score,123.0,0.1153964142345103,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_predictive_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100004,context_fid,0.0,0.8975967509772411,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_context_fid_0.json
Period-Aligned 2D,period_aligned_2d,123,100004,context_fid,42.0,1.045524137047757,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_context_fid_42.json
Period-Aligned 2D,period_aligned_2d,123,100004,context_fid,123.0,0.8676615394501438,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_context_fid_123.json
Period-Aligned 2D,period_aligned_2d,123,100004,correlational_score,,0.08023259788751602,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_correlation_score_det.json
Period-Aligned 2D,period_aligned_2d,123,100004,discriminative_score,0.0,0.1634146341463415,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_discriminative_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100004,discriminative_score,42.0,0.1426829268292683,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_discriminative_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100004,discriminative_score,123.0,0.16036585365853662,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_discriminative_score_123.json
Period-Aligned 2D,period_aligned_2d,123,100004,predictive_score,0.0,0.10995846238756712,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_predictive_score_0.json
Period-Aligned 2D,period_aligned_2d,123,100004,predictive_score,42.0,0.12244194546656217,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_predictive_score_42.json
Period-Aligned 2D,period_aligned_2d,123,100004,predictive_score,123.0,0.10839743462838669,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_predictive_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100000,context_fid,0.0,0.9017104728164599,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_context_fid_0.json
STFT / Spectrogram,stft_spectrogram,0,100000,context_fid,42.0,1.0714381716737034,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_context_fid_42.json
STFT / Spectrogram,stft_spectrogram,0,100000,context_fid,123.0,0.9229212468039254,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_context_fid_123.json
STFT / Spectrogram,stft_spectrogram,0,100000,correlational_score,,0.1019243448972702,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_correlational_score_det.json
STFT / Spectrogram,stft_spectrogram,0,100000,discriminative_score,0.0,0.18231707317073176,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_discriminative_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100000,discriminative_score,42.0,0.1585365853658537,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_discriminative_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100000,discriminative_score,123.0,0.16890243902439028,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_discriminative_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100000,predictive_score,0.0,0.10966450255864402,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_predictive_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100000,predictive_score,42.0,0.12170607985353854,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_predictive_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100000,predictive_score,123.0,0.11843470714211435,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100000/metric_predictive_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100001,context_fid,0.0,0.9144703871394225,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_context_fid_0.json
STFT / Spectrogram,stft_spectrogram,0,100001,context_fid,42.0,1.0848089598089854,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_context_fid_42.json
STFT / Spectrogram,stft_spectrogram,0,100001,context_fid,123.0,0.9379036580053878,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_context_fid_123.json
STFT / Spectrogram,stft_spectrogram,0,100001,correlational_score,,0.11206525564193726,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_correlational_score_det.json
STFT / Spectrogram,stft_spectrogram,0,100001,discriminative_score,0.0,0.16524390243902443,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_discriminative_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100001,discriminative_score,42.0,0.16768292682926833,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_discriminative_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100001,discriminative_score,123.0,0.17682926829268297,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_discriminative_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100001,predictive_score,0.0,0.10902169568362297,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_predictive_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100001,predictive_score,42.0,0.1209602810213255,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_predictive_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100001,predictive_score,123.0,0.1125753617779992,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100001/metric_predictive_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100002,context_fid,0.0,0.8508315730689464,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_context_fid_0.json
STFT / Spectrogram,stft_spectrogram,0,100002,context_fid,42.0,1.0055582094393911,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_context_fid_42.json
STFT / Spectrogram,stft_spectrogram,0,100002,context_fid,123.0,0.8705317372120158,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_context_fid_123.json
STFT / Spectrogram,stft_spectrogram,0,100002,correlational_score,,0.10888499021530151,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_correlational_score_det.json
STFT / Spectrogram,stft_spectrogram,0,100002,discriminative_score,0.0,0.16646341463414638,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_discriminative_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100002,discriminative_score,42.0,0.16158536585365857,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_discriminative_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100002,discriminative_score,123.0,0.18048780487804883,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_discriminative_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100002,predictive_score,0.0,0.11057710719114766,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_predictive_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100002,predictive_score,42.0,0.1219740310511952,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_predictive_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100002,predictive_score,123.0,0.11143688895799642,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100002/metric_predictive_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100003,context_fid,0.0,0.8552984013642189,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_context_fid_0.json
STFT / Spectrogram,stft_spectrogram,0,100003,context_fid,42.0,1.005310752450085,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_context_fid_42.json
STFT / Spectrogram,stft_spectrogram,0,100003,context_fid,123.0,0.8884629961403306,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_context_fid_123.json
STFT / Spectrogram,stft_spectrogram,0,100003,correlational_score,,0.11268220841884613,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_correlational_score_det.json
STFT / Spectrogram,stft_spectrogram,0,100003,discriminative_score,0.0,0.17743902439024395,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_discriminative_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100003,discriminative_score,42.0,0.15609756097560978,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_discriminative_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100003,discriminative_score,123.0,0.1865853658536586,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_discriminative_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100003,predictive_score,0.0,0.10861757703014518,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_predictive_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100003,predictive_score,42.0,0.12221306632091,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_predictive_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100003,predictive_score,123.0,0.11373986281705584,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100003/metric_predictive_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100004,context_fid,0.0,0.9070933906339298,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_context_fid_0.json
STFT / Spectrogram,stft_spectrogram,0,100004,context_fid,42.0,1.0796665219798747,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_context_fid_42.json
STFT / Spectrogram,stft_spectrogram,0,100004,context_fid,123.0,0.9242624945653262,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_context_fid_123.json
STFT / Spectrogram,stft_spectrogram,0,100004,correlational_score,,0.09866056591272354,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_correlational_score_det.json
STFT / Spectrogram,stft_spectrogram,0,100004,discriminative_score,0.0,0.19329268292682922,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_discriminative_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100004,discriminative_score,42.0,0.16280487804878052,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_discriminative_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100004,discriminative_score,123.0,0.1841463414634147,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_discriminative_score_123.json
STFT / Spectrogram,stft_spectrogram,0,100004,predictive_score,0.0,0.10989642215145068,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_predictive_score_0.json
STFT / Spectrogram,stft_spectrogram,0,100004,predictive_score,42.0,0.12207936551112653,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_predictive_score_42.json
STFT / Spectrogram,stft_spectrogram,0,100004,predictive_score,123.0,0.1130671883688592,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_0/draw_100004/metric_predictive_score_123.json
STFT / Spectrogram,stft_spectrogram,42,100000,context_fid,0.0,1.0736455892596046,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_context_fid_0.json
STFT / Spectrogram,stft_spectrogram,42,100000,context_fid,42.0,1.2711794017926863,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_context_fid_42.json
STFT / Spectrogram,stft_spectrogram,42,100000,context_fid,123.0,1.0592758700765545,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_context_fid_123.json
STFT / Spectrogram,stft_spectrogram,42,100000,correlational_score,,0.08808720856904984,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_correlational_score_det.json
STFT / Spectrogram,stft_spectrogram,42,100000,discriminative_score,0.0,0.16768292682926833,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_discriminative_score_0.json
STFT / Spectrogram,stft_spectrogram,42,100000,discriminative_score,42.0,0.17987804878048785,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_discriminative_score_42.json
STFT / Spectrogram,stft_spectrogram,42,100000,discriminative_score,123.0,0.14695121951219514,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_discriminative_score_123.json
STFT / Spectrogram,stft_spectrogram,42,100000,predictive_score,0.0,0.11415450299546137,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_predictive_score_0.json
STFT / Spectrogram,stft_spectrogram,42,100000,predictive_score,42.0,0.12230989892896105,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_predictive_score_42.json
STFT / Spectrogram,stft_spectrogram,42,100000,predictive_score,123.0,0.11907457162988067,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100000/metric_predictive_score_123.json
STFT / Spectrogram,stft_spectrogram,42,100001,context_fid,0.0,1.078623265593746,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_context_fid_0.json
STFT / Spectrogram,stft_spectrogram,42,100001,context_fid,42.0,1.280990616194422,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_context_fid_42.json
STFT / Spectrogram,stft_spectrogram,42,100001,context_fid,123.0,1.072494226142913,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_context_fid_123.json
STFT / Spectrogram,stft_spectrogram,42,100001,correlational_score,,0.09747699648141861,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_correlational_score_det.json
STFT / Spectrogram,stft_spectrogram,42,100001,discriminative_score,0.0,0.1579268292682927,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_discriminative_score_0.json
STFT / Spectrogram,stft_spectrogram,42,100001,discriminative_score,42.0,0.1737804878048781,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_discriminative_score_42.json
STFT / Spectrogram,stft_spectrogram,42,100001,discriminative_score,123.0,0.16219512195121955,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_discriminative_score_123.json
STFT / Spectrogram,stft_spectrogram,42,100001,predictive_score,0.0,0.11001559844908115,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_predictive_score_0.json
STFT / Spectrogram,stft_spectrogram,42,100001,predictive_score,42.0,0.12286721361442687,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_predictive_score_42.json
STFT / Spectrogram,stft_spectrogram,42,100001,predictive_score,123.0,0.11180606867264942,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100001/metric_predictive_score_123.json
STFT / Spectrogram,stft_spectrogram,42,100002,context_fid,0.0,1.0252694377093516,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_context_fid_0.json
STFT / Spectrogram,stft_spectrogram,42,100002,context_fid,42.0,1.2112952570850415,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_context_fid_42.json
STFT / Spectrogram,stft_spectrogram,42,100002,context_fid,123.0,1.0224191558828948,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_context_fid_123.json
STFT / Spectrogram,stft_spectrogram,42,100002,correlational_score,,0.09480055421590805,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_correlational_score_det.json
STFT / Spectrogram,stft_spectrogram,42,100002,discriminative_score,0.0,0.1457317073170732,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_discriminative_score_0.json
STFT / Spectrogram,stft_spectrogram,42,100002,discriminative_score,42.0,0.16890243902439028,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_discriminative_score_42.json
STFT / Spectrogram,stft_spectrogram,42,100002,discriminative_score,123.0,0.15731707317073174,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_discriminative_score_123.json
STFT / Spectrogram,stft_spectrogram,42,100002,predictive_score,0.0,0.11294283126198934,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_predictive_score_0.json
STFT / Spectrogram,stft_spectrogram,42,100002,predictive_score,42.0,0.12182580813987443,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_predictive_score_42.json
STFT / Spectrogram,stft_spectrogram,42,100002,predictive_score,123.0,0.11481531846629878,/path/to/PETS-FFT-Ablation/results/reviewer2_representation_etth128/generation/stft_spectrogram/seed_42/draw_100002/metric_predictive_score_123.json
