dataset,seed,window,site,confidence,normalized_confidence,gate,topk_mass,spectral_entropy,top1_period,candidate_vector,sh64_error,cg64_error,paired_error_improvement
ETTh,42,1193,encoder,0.062126347358431686,0.48771644,0.6157873,0.5671728720269167,0.8904631190550254,21,"[21, 32, 64, 12, 10, 8, 16, 7, 5]",1.9162109,2.2572744,-0.3410635
ETTh,42,1193,decoder,0.062126347358431686,0.48771644,0.6157873,0.5671728720269167,0.8904631190550254,21,"[21, 32, 64, 12, 10, 8, 16, 7, 5]",1.9162109,2.2572744,-0.3410635
ETTh,42,1194,encoder,0.059760583197033444,0.44247803,0.5818585,0.5589349293899022,0.8930813229685532,21,"[21, 32, 64, 12, 10, 8, 7, 5, 4]",1.7858502,2.2133455,-0.42749536
ETTh,42,1194,decoder,0.059760583197033444,0.44247803,0.5818585,0.5589349293899022,0.8930813229685532,21,"[21, 32, 64, 12, 10, 8, 7, 5, 4]",1.7858502,2.2133455,-0.42749536
ETTh,42,1195,encoder,0.06008118640082591,0.44860864,0.5864565,0.5624459790437719,0.893178743133747,21,"[21, 32, 64, 10, 12, 8, 7, 5, 4]",1.776801,2.213484,-0.43668306
ETTh,42,1195,decoder,0.06008118640082591,0.44860864,0.5864565,0.5624459790437719,0.893178743133747,21,"[21, 32, 64, 10, 12, 8, 7, 5, 4]",1.776801,2.213484,-0.43668306
ETTh,42,1196,encoder,0.05668357199059705,0.3836391,0.5377293,0.5569520142213907,0.8982253936726673,21,"[21, 32, 64, 12, 10, 8, 7, 16, 5]",1.955992,2.2102616,-0.2542696
ETTh,42,1196,decoder,0.05668357199059705,0.3836391,0.5377293,0.5569520142213907,0.8982253936726673,21,"[21, 32, 64, 12, 10, 8, 7, 16, 5]",1.955992,2.2102616,-0.2542696
ETTh,42,1197,encoder,0.05872502338863009,0.42267594,0.56700695,0.5573922519549509,0.8946432728789055,21,"[21, 32, 12, 8, 10, 64, 16, 7, 6]",1.939995,2.1299999,-0.19000483
ETTh,42,1197,decoder,0.05872502338863009,0.42267594,0.56700695,0.5573922519549509,0.8946432728789055,21,"[21, 32, 12, 8, 10, 64, 16, 7, 6]",1.939995,2.1299999,-0.19000483
ETTh,42,1198,encoder,0.062167512237929164,0.4885036,0.6163777,0.5690279674232158,0.8907478791957304,21,"[21, 32, 12, 8, 64, 10, 16, 7, 6]",1.8652508,2.0650878,-0.19983697
ETTh,42,1198,decoder,0.062167512237929164,0.4885036,0.6163777,0.5690279674232158,0.8907478791957304,21,"[21, 32, 12, 8, 64, 10, 16, 7, 6]",1.8652508,2.0650878,-0.19983697
ETTh,42,1199,encoder,0.057012739333314015,0.38993344,0.5424501,0.5561644816529132,0.8974894276529977,21,"[21, 12, 32, 64, 8, 16, 10, 9, 5]",2.0025487,1.9107645,0.09178424
ETTh,42,1199,decoder,0.057012739333314015,0.38993344,0.5424501,0.5561644816529132,0.8974894276529977,21,"[21, 12, 32, 64, 8, 16, 10, 9, 5]",2.0025487,1.9107645,0.09178424
ETTh,42,1200,encoder,0.06085627185580189,0.46342993,0.59757245,0.5584068503514056,0.8910180421004774,21,"[21, 12, 32, 64, 16, 8, 10, 5, 9]",2.149339,1.8850992,0.2642398
ETTh,42,1200,decoder,0.06085627185580189,0.46342993,0.59757245,0.5584068503514056,0.8910180421004774,21,"[21, 12, 32, 64, 16, 8, 10, 5, 9]",2.149339,1.8850992,0.2642398
ETTh,42,1201,encoder,0.06450144890970945,0.53313345,0.6498501,0.5634877615902301,0.88553176607123,21,"[21, 32, 12, 64, 16, 8, 10, 7, 5]",2.0857549,1.858765,0.22698987
ETTh,42,1201,decoder,0.06450144890970945,0.53313345,0.6498501,0.5634877615902301,0.88553176607123,21,"[21, 32, 12, 64, 16, 8, 10, 7, 5]",2.0857549,1.858765,0.22698987
ETTh,42,1202,encoder,0.06585459558804792,0.5590084,0.6692563,0.5688249399071441,0.8842269546078656,21,"[21, 32, 12, 64, 16, 8, 10, 7, 9]",2.1082194,1.862033,0.24618638
ETTh,42,1202,decoder,0.06585459558804792,0.5590084,0.6692563,0.5688249399071441,0.8842269546078656,21,"[21, 32, 12, 64, 16, 8, 10, 7, 9]",2.1082194,1.862033,0.24618638
ETTh,42,1203,encoder,0.06931507426264118,0.62518007,0.71888506,0.5826244345895134,0.8810295790092001,21,"[21, 32, 64, 12, 16, 8, 10, 7, 9]",2.321354,1.9953817,0.3259722
ETTh,42,1203,decoder,0.06931507426264118,0.62518007,0.71888506,0.5826244345895134,0.8810295790092001,21,"[21, 32, 64, 12, 16, 8, 10, 7, 9]",2.321354,1.9953817,0.3259722
ETTh,42,1204,encoder,0.07430027793925505,0.7205077,0.7903808,0.5965558420056223,0.8754512608753318,21,"[21, 32, 64, 12, 16, 8, 10, 9, 7]",2.2831738,2.1656735,0.117500305
ETTh,42,1204,decoder,0.07430027793925505,0.7205077,0.7903808,0.5965558420056223,0.8754512608753318,21,"[21, 32, 64, 12, 16, 8, 10, 9, 7]",2.2831738,2.1656735,0.117500305
ETTh,42,1205,encoder,0.07442818152784231,0.7229535,0.7922151,0.5990813256701618,0.8757628082554847,21,"[21, 32, 64, 12, 16, 8, 10, 9, 7]",2.1001487,2.0985353,0.0016133785
ETTh,42,1205,decoder,0.07442818152784231,0.7229535,0.7922151,0.5990813256701618,0.8757628082554847,21,"[21, 32, 64, 12, 16, 8, 10, 9, 7]",2.1001487,2.0985353,0.0016133785
ETTh,42,1206,encoder,0.073159987617769,0.6987029,0.77402717,0.5962733903016595,0.8773046243422723,21,"[21, 32, 64, 12, 16, 8, 10, 7, 5]",2.2843843,2.1871746,0.09720969
ETTh,42,1206,decoder,0.073159987617769,0.6987029,0.77402717,0.5962733903016595,0.8773046243422723,21,"[21, 32, 64, 12, 16, 8, 10, 7, 5]",2.2843843,2.1871746,0.09720969
ETTh,42,1207,encoder,0.07395924977243847,0.71398646,0.78548986,0.5964873299210192,0.8760086827288831,21,"[21, 32, 64, 12, 16, 8, 10, 7, 5]",2.2569883,2.1400146,0.11697364
ETTh,42,1207,decoder,0.07395924977243847,0.71398646,0.78548986,0.5964873299210192,0.8760086827288831,21,"[21, 32, 64, 12, 16, 8, 10, 7, 5]",2.2569883,2.1400146,0.11697364
ETTh,42,1208,encoder,0.06978618950136907,0.63418883,0.7256416,0.5877958145351129,0.8812747764177891,21,"[21, 32, 64, 12, 16, 8, 10, 7, 5]",2.3447936,2.2277641,0.11702943
ETTh,42,1208,decoder,0.06978618950136907,0.63418883,0.7256416,0.5877958145351129,0.8812747764177891,21,"[21, 32, 64, 12, 16, 8, 10, 7, 5]",2.3447936,2.2277641,0.11702943
ETTh,42,1209,encoder,0.060881344239666055,0.4639094,0.59793204,0.5679276479859884,0.8928008797325393,21,"[21, 32, 64, 12, 16, 8, 10, 5, 7]",2.463424,2.1449475,0.31847644
ETTh,42,1209,decoder,0.060881344239666055,0.4639094,0.59793204,0.5679276479859884,0.8928008797325393,21,"[21, 32, 64, 12, 16, 8, 10, 5, 7]",2.463424,2.1449475,0.31847644
ETTh,42,1210,encoder,0.06574903964485626,0.55698997,0.6677425,0.5823222052553501,0.8870916495172546,21,"[21, 32, 64, 12, 16, 8, 10, 5, 7]",2.4660058,2.2986739,0.16733193
ETTh,42,1210,decoder,0.06574903964485626,0.55698997,0.6677425,0.5823222052553501,0.8870916495172546,21,"[21, 32, 64, 12, 16, 8, 10, 5, 7]",2.4660058,2.2986739,0.16733193
ETTh,42,1211,encoder,0.08377160974315813,0.9016195,0.92621464,0.6154662857059261,0.8638891980133827,21,"[21, 32, 16, 64, 12, 10, 8, 7, 9]",2.5260913,2.4596713,0.06642008
ETTh,42,1211,decoder,0.08377160974315813,0.9016195,0.92621464,0.6154662857059261,0.8638891980133827,21,"[21, 32, 16, 64, 12, 10, 8, 7, 9]",2.5260913,2.4596713,0.06642008
ETTh,42,1212,encoder,0.07448156415380866,0.7239742,0.7929807,0.5954572462604485,0.8749170244856992,21,"[21, 32, 16, 12, 64, 10, 8, 7, 9]",2.4081953,2.3457627,0.062432528
ETTh,42,1212,decoder,0.07448156415380866,0.7239742,0.7929807,0.5954572462604485,0.8749170244856992,21,"[21, 32, 16, 12, 64, 10, 8, 7, 9]",2.4081953,2.3457627,0.062432528
ETTh,42,1213,encoder,0.06497310016413674,0.54215235,0.65661424,0.5697818072587572,0.8859684543514562,21,"[21, 32, 16, 12, 10, 64, 8, 7, 9]",2.4832,2.212686,0.270514
ETTh,42,1213,decoder,0.06497310016413674,0.54215235,0.65661424,0.5697818072587572,0.8859684543514562,21,"[21, 32, 16, 12, 10, 64, 8, 7, 9]",2.4832,2.212686,0.270514
ETTh,42,1214,encoder,0.07783082292528731,0.7880191,0.8410143,0.5912659490044245,0.8683657953644395,21,"[21, 32, 12, 64, 16, 10, 9, 7, 5]",2.2103648,2.1357753,0.07458949
ETTh,42,1214,decoder,0.07783082292528731,0.7880191,0.8410143,0.5912659490044245,0.8683657953644395,21,"[21, 32, 12, 64, 16, 10, 9, 7, 5]",2.2103648,2.1357753,0.07458949
ETTh,42,1215,encoder,0.0711212704003109,0.65971833,0.74478877,0.5787701166622385,0.8771165470489967,21,"[21, 32, 12, 64, 16, 10, 5, 9, 8]",2.34709,2.0938973,0.25319266
ETTh,42,1215,decoder,0.0711212704003109,0.65971833,0.74478877,0.5787701166622385,0.8771165470489967,21,"[21, 32, 12, 64, 16, 10, 5, 9, 8]",2.34709,2.0938973,0.25319266
ETTh,42,1216,encoder,0.08081088648917727,0.84500426,0.8837532,0.5985636240263008,0.8649919854040004,21,"[21, 32, 12, 64, 16, 8, 10, 5, 9]",2.114728,2.0434144,0.07131362
ETTh,42,1216,decoder,0.08081088648917727,0.84500426,0.8837532,0.5985636240263008,0.8649919854040004,21,"[21, 32, 12, 64, 16, 8, 10, 5, 9]",2.114728,2.0434144,0.07131362
ETTh,42,1217,encoder,0.09545006231837845,1.0,1.0,0.6289459468938732,0.8482380516326239,21,"[21, 32, 12, 64, 8, 16, 10, 5, 9]",2.3030527,2.3030527,0.0
ETTh,42,1217,decoder,0.09545006231837845,1.0,1.0,0.6289459468938732,0.8482380516326239,21,"[21, 32, 12, 64, 8, 16, 10, 5, 9]",2.3030527,2.3030527,0.0
ETTh,42,1218,encoder,0.09722457825644946,1.0,1.0,0.6325998200056892,0.8463095069240217,21,"[21, 32, 12, 64, 8, 16, 10, 5, 9]",2.4802976,2.4802976,0.0
ETTh,42,1218,decoder,0.09722457825644946,1.0,1.0,0.6325998200056892,0.8463095069240217,21,"[21, 32, 12, 64, 8, 16, 10, 5, 9]",2.4802976,2.4802976,0.0
ETTh,42,1219,encoder,0.08478615919143265,0.92101985,0.9407649,0.612155918636956,0.8614958107728176,21,"[21, 32, 12, 64, 8, 16, 10, 5, 9]",2.7189648,2.546124,0.17284083
ETTh,42,1219,decoder,0.08478615919143265,0.92101985,0.9407649,0.612155918636956,0.8614958107728176,21,"[21, 32, 12, 64, 8, 16, 10, 5, 9]",2.7189648,2.546124,0.17284083
ETTh,42,1220,encoder,0.07697988855474341,0.7717475,0.82881063,0.5987238223246034,0.8714267151491292,21,"[21, 32, 12, 64, 8, 16, 10, 5, 9]",2.881427,2.345022,0.5364051
ETTh,42,1220,decoder,0.07697988855474341,0.7717475,0.82881063,0.5987238223246034,0.8714267151491292,21,"[21, 32, 12, 64, 8, 16, 10, 5, 9]",2.881427,2.345022,0.5364051
ETTh,42,1221,encoder,0.08055303126727373,0.8400735,0.8800551,0.6042179910340828,0.8666821702389033,21,"[21, 32, 12, 8, 16, 64, 10, 9, 6]",2.9070992,2.6039371,0.3031621
ETTh,42,1221,decoder,0.08055303126727373,0.8400735,0.8800551,0.6042179910340828,0.8666821702389033,21,"[21, 32, 12, 8, 16, 64, 10, 9, 6]",2.9070992,2.6039371,0.3031621
ETTh,42,1222,encoder,0.07612419464754495,0.75538486,0.81653863,0.5956457044682856,0.8721988690987058,21,"[21, 32, 12, 8, 16, 64, 10, 7, 5]",2.779184,2.0546834,0.72450066
ETTh,42,1222,decoder,0.07612419464754495,0.75538486,0.81653863,0.5956457044682856,0.8721988690987058,21,"[21, 32, 12, 8, 16, 64, 10, 7, 5]",2.779184,2.0546834,0.72450066
ETTh,42,1223,encoder,0.07533425033531456,0.74027944,0.8052096,0.5921191796022068,0.8727718119417698,21,"[21, 32, 12, 16, 8, 5, 64, 7, 10]",2.5078685,1.8733281,0.63454044
ETTh,42,1223,decoder,0.07533425033531456,0.74027944,0.8052096,0.5921191796022068,0.8727718119417698,21,"[21, 32, 12, 16, 8, 5, 64, 7, 10]",2.5078685,1.8733281,0.63454044
ETTh,42,1224,encoder,0.09236640736409156,1.0,1.0,0.6239501621671303,0.8519650879754873,21,"[21, 32, 12, 16, 8, 5, 10, 64, 7]",2.3579037,2.3579037,0.0
ETTh,42,1224,decoder,0.09236640736409156,1.0,1.0,0.6239501621671303,0.8519650879754873,21,"[21, 32, 12, 16, 8, 5, 10, 64, 7]",2.3579037,2.3579037,0.0
ETTh,42,1225,encoder,0.08467270964303189,0.9188504,0.9391378,0.6091461131124924,0.8609977018315224,21,"[21, 32, 12, 16, 8, 5, 10, 64, 6]",2.3275294,1.9863853,0.34114408
ETTh,42,1225,decoder,0.08467270964303189,0.9188504,0.9391378,0.6091461131124924,0.8609977018315224,21,"[21, 32, 12, 16, 8, 5, 10, 64, 6]",2.3275294,1.9863853,0.34114408
ETTh,42,1226,encoder,0.08690071436066292,0.96145463,0.971091,0.6134953864891303,0.8583514786346277,21,"[21, 32, 12, 16, 8, 5, 10, 6, 64]",2.7155826,2.5762994,0.13928318
ETTh,42,1226,decoder,0.08690071436066292,0.96145463,0.971091,0.6134953864891303,0.8583514786346277,21,"[21, 32, 12, 16, 8, 5, 10, 6, 64]",2.7155826,2.5762994,0.13928318
ETTh,42,1227,encoder,0.08603385870938801,0.9448785,0.9586589,0.6095819190307183,0.858864155869012,21,"[21, 32, 12, 16, 8, 10, 5, 64, 6]",2.665812,2.2844756,0.38133645
ETTh,42,1227,decoder,0.08603385870938801,0.9448785,0.9586589,0.6095819190307183,0.858864155869012,21,"[21, 32, 12, 16, 8, 10, 5, 64, 6]",2.665812,2.2844756,0.38133645
ETTh,42,1228,encoder,0.08905795813515217,1.0,1.0,0.6144016547363298,0.8550492866537422,21,"[21, 32, 12, 8, 16, 5, 10, 64, 7]",2.3625247,2.3625247,0.0
ETTh,42,1228,decoder,0.08905795813515217,1.0,1.0,0.6144016547363298,0.8550492866537422,21,"[21, 32, 12, 8, 16, 5, 10, 64, 7]",2.3625247,2.3625247,0.0
ETTh,42,1229,encoder,0.08665531623858327,0.9567621,0.96757156,0.6115962025500309,0.858312860875727,21,"[21, 32, 12, 8, 16, 5, 64, 10, 7]",2.6534648,2.386913,0.26655173
ETTh,42,1229,decoder,0.08665531623858327,0.9567621,0.96757156,0.6115962025500309,0.858312860875727,21,"[21, 32, 12, 8, 16, 5, 64, 10, 7]",2.6534648,2.386913,0.26655173
ETTh,42,1230,encoder,0.08724502914968515,0.9680386,0.976029,0.6157343133876485,0.8583073457938697,21,"[21, 32, 12, 8, 16, 5, 64, 7, 10]",2.819531,2.6266766,0.1928544
ETTh,42,1230,decoder,0.08724502914968515,0.9680386,0.976029,0.6157343133876485,0.8583073457938697,21,"[21, 32, 12, 8, 16, 5, 64, 7, 10]",2.819531,2.6266766,0.1928544
ETTh,42,1231,encoder,0.09026016272680575,1.0,1.0,0.6202378530080409,0.8544749207274913,21,"[21, 32, 12, 8, 64, 5, 16, 7, 6]",2.9587467,2.9587467,0.0
ETTh,42,1231,decoder,0.09026016272680575,1.0,1.0,0.6202378530080409,0.8544749207274913,21,"[21, 32, 12, 8, 64, 5, 16, 7, 6]",2.9587467,2.9587467,0.0
ETTh,42,1232,encoder,0.09128127900337789,1.0,1.0,0.621608086797506,0.8531530059821865,21,"[21, 32, 12, 8, 64, 5, 16, 7, 6]",2.3760116,2.3760116,0.0
ETTh,42,1232,decoder,0.09128127900337789,1.0,1.0,0.621608086797506,0.8531530059821865,21,"[21, 32, 12, 8, 64, 5, 16, 7, 6]",2.3760116,2.3760116,0.0
ETTh,42,1233,encoder,0.08575097483736507,0.93946916,0.9546019,0.6105269053504143,0.8595459527076076,21,"[21, 32, 12, 8, 5, 64, 16, 7, 10]",2.0190563,1.8488406,0.17021573
ETTh,42,1233,decoder,0.08575097483736507,0.93946916,0.9546019,0.6105269053504143,0.8595459527076076,21,"[21, 32, 12, 8, 5, 64, 16, 7, 10]",2.0190563,1.8488406,0.17021573
ETTh,42,1234,encoder,0.07824627971322769,0.7959635,0.84697264,0.5902150648169862,0.8674275118045482,21,"[21, 32, 12, 8, 5, 16, 64, 7, 10]",2.023276,1.9120916,0.11118448
ETTh,42,1234,decoder,0.07824627971322769,0.7959635,0.84697264,0.5902150648169862,0.8674275118045482,21,"[21, 32, 12, 8, 5, 16, 64, 7, 10]",2.023276,1.9120916,0.11118448
ETTh,42,1235,encoder,0.06630695387059898,0.5676584,0.6757438,0.5618080084770969,0.8819757766530626,21,"[21, 32, 12, 8, 6, 10, 16, 5, 64]",2.1219473,1.9866341,0.13531315
ETTh,42,1235,decoder,0.06630695387059898,0.5676584,0.6757438,0.5618080084770969,0.8819757766530626,21,"[21, 32, 12, 8, 6, 10, 16, 5, 64]",2.1219473,1.9866341,0.13531315
ETTh,42,1236,encoder,0.05911748727764978,0.4301807,0.57263553,0.5430343831714095,0.8911349094832743,21,"[21, 32, 12, 8, 6, 10, 64, 16, 3]",2.1898596,1.9472641,0.24259555
ETTh,42,1236,decoder,0.05911748727764978,0.4301807,0.57263553,0.5430343831714095,0.8911349094832743,21,"[21, 32, 12, 8, 6, 10, 64, 16, 3]",2.1898596,1.9472641,0.24259555
ETTh,42,1237,encoder,0.06367371481472668,0.5173054,0.63797903,0.5539490182327742,0.8850549189204079,21,"[21, 32, 12, 10, 8, 64, 6, 16, 5]",1.8415557,1.8906277,-0.049072027
ETTh,42,1237,decoder,0.06367371481472668,0.5173054,0.63797903,0.5539490182327742,0.8850549189204079,21,"[21, 32, 12, 10, 8, 64, 6, 16, 5]",1.8415557,1.8906277,-0.049072027
ETTh,42,1238,encoder,0.07359758912752597,0.70707077,0.78030306,0.5762392740621967,0.8722794636875407,21,"[21, 32, 12, 64, 10, 5, 16, 8, 6]",1.7015002,1.7179269,-0.016426682
ETTh,42,1238,decoder,0.07359758912752597,0.70707077,0.78030306,0.5762392740621967,0.8722794636875407,21,"[21, 32, 12, 64, 10, 5, 16, 8, 6]",1.7015002,1.7179269,-0.016426682
ETTh,42,1239,encoder,0.08032091077915486,0.8356349,0.87672615,0.5944700758756328,0.8648865367010357,21,"[21, 32, 12, 64, 10, 5, 16, 8, 6]",1.6392765,1.6505146,-0.011238098
ETTh,42,1239,decoder,0.08032091077915486,0.8356349,0.87672615,0.5944700758756328,0.8648865367010357,21,"[21, 32, 12, 64, 10, 5, 16, 8, 6]",1.6392765,1.6505146,-0.011238098
ETTh,42,1240,encoder,0.08246659772117779,0.87666494,0.9074987,0.5974672011320132,0.8619730128031641,21,"[21, 32, 12, 64, 10, 5, 8, 16, 6]",1.8124937,1.7341917,0.078302026
ETTh,42,1240,decoder,0.08246659772117779,0.87666494,0.9074987,0.5974672011320132,0.8619730128031641,21,"[21, 32, 12, 64, 10, 5, 8, 16, 6]",1.8124937,1.7341917,0.078302026
ETTh,42,1241,encoder,0.08174778177049509,0.8629196,0.89718974,0.5960436484212623,0.8628493366433482,21,"[21, 32, 12, 64, 10, 5, 8, 16, 6]",1.766637,1.7122127,0.054424286
ETTh,42,1241,decoder,0.08174778177049509,0.8629196,0.89718974,0.5960436484212623,0.8628493366433482,21,"[21, 32, 12, 64, 10, 5, 8, 16, 6]",1.766637,1.7122127,0.054424286
ETTh,42,1242,encoder,0.07768893326149136,0.7853059,0.8389794,0.5892873660191119,0.8681646039922537,21,"[21, 32, 12, 64, 10, 5, 16, 8, 6]",1.7101157,1.5990584,0.11105728
ETTh,42,1242,decoder,0.07768893326149136,0.7853059,0.8389794,0.5892873660191119,0.8681646039922537,21,"[21, 32, 12, 64, 10, 5, 16, 8, 6]",1.7101157,1.5990584,0.11105728
ETTh,42,1243,encoder,0.06788318771840286,0.59779936,0.69834954,0.565634778549966,0.8799875992554331,21,"[21, 32, 12, 10, 64, 16, 5, 8, 9]",2.3767452,1.9814374,0.39530778
ETTh,42,1243,decoder,0.06788318771840286,0.59779936,0.69834954,0.565634778549966,0.8799875992554331,21,"[21, 32, 12, 10, 64, 16, 5, 8, 9]",2.3767452,1.9814374,0.39530778
ETTh,42,1244,encoder,0.0674730706239024,0.58995706,0.6924678,0.5621920494790161,0.8799821685731242,21,"[21, 32, 12, 10, 16, 64, 8, 6, 9]",2.0966175,1.7854445,0.31117296
ETTh,42,1244,decoder,0.0674730706239024,0.58995706,0.6924678,0.5621920494790161,0.8799821685731242,21,"[21, 32, 12, 10, 16, 64, 8, 6, 9]",2.0966175,1.7854445,0.31117296
ETTh,42,1245,encoder,0.06629464136963059,0.56742305,0.67556727,0.5633043913445155,0.8823111582506997,21,"[21, 32, 12, 10, 16, 8, 64, 6, 9]",2.0981033,1.6751137,0.4229896
ETTh,42,1245,decoder,0.06629464136963059,0.56742305,0.67556727,0.5633043913445155,0.8823111582506997,21,"[21, 32, 12, 10, 16, 8, 64, 6, 9]",2.0981033,1.6751137,0.4229896
ETTh,42,1246,encoder,0.07481094180118007,0.7302726,0.79770446,0.5789022389386189,0.8707710270073558,21,"[21, 32, 12, 10, 16, 8, 6, 64, 5]",1.8545514,1.7114868,0.14306462
ETTh,42,1246,decoder,0.07481094180118007,0.7302726,0.79770446,0.5789022389386189,0.8707710270073558,21,"[21, 32, 12, 10, 16, 8, 6, 64, 5]",1.8545514,1.7114868,0.14306462
ETTh,42,1247,encoder,0.07470343028597133,0.7282168,0.7961626,0.5811488082884475,0.871455590684283,21,"[21, 32, 12, 16, 10, 8, 5, 64, 6]",1.8451614,1.7570305,0.08813095
ETTh,42,1247,decoder,0.07470343028597133,0.7282168,0.7961626,0.5811488082884475,0.871455590684283,21,"[21, 32, 12, 16, 10, 8, 5, 64, 6]",1.8451614,1.7570305,0.08813095
ETTh,42,1248,encoder,0.0782201627476938,0.7954641,0.8465981,0.5887964056715116,0.8671524452353184,21,"[21, 32, 12, 16, 5, 10, 8, 64, 3]",1.9604145,1.8711932,0.08922136
ETTh,42,1248,decoder,0.0782201627476938,0.7954641,0.8465981,0.5887964056715116,0.8671524452353184,21,"[21, 32, 12, 16, 5, 10, 8, 64, 3]",1.9604145,1.8711932,0.08922136
ETTh,42,1249,encoder,0.07252795287438282,0.6866171,0.7649628,0.5756916826107756,0.8740159792730254,21,"[21, 32, 12, 16, 10, 5, 64, 8, 9]",2.033972,1.8186252,0.21534681
ETTh,42,1249,decoder,0.07252795287438282,0.6866171,0.7649628,0.5756916826107756,0.8740159792730254,21,"[21, 32, 12, 16, 10, 5, 64, 8, 9]",2.033972,1.8186252,0.21534681
ETTh,42,1250,encoder,0.07428681722613939,0.7202503,0.7901877,0.5783236599957993,0.8715480234257077,21,"[21, 32, 12, 16, 10, 64, 9, 5, 8]",2.2315333,1.9944326,0.23710072
ETTh,42,1250,decoder,0.07428681722613939,0.7202503,0.7901877,0.5783236599957993,0.8715480234257077,21,"[21, 32, 12, 16, 10, 64, 9, 5, 8]",2.2315333,1.9944326,0.23710072
ETTh,42,1251,encoder,0.07653300427302248,0.76320213,0.8224016,0.5839999955988691,0.8689503341613198,21,"[21, 32, 12, 16, 10, 64, 9, 8, 6]",2.178305,1.9778315,0.20047343
ETTh,42,1251,decoder,0.07653300427302248,0.76320213,0.8224016,0.5839999955988691,0.8689503341613198,21,"[21, 32, 12, 16, 10, 64, 9, 8, 6]",2.178305,1.9778315,0.20047343
ETTh,42,1252,encoder,0.07477887569517323,0.7296595,0.7972446,0.5804167090568328,0.8711634683696691,21,"[21, 32, 12, 16, 10, 64, 9, 8, 6]",2.5578594,2.0228364,0.535023
ETTh,42,1252,decoder,0.07477887569517323,0.7296595,0.7972446,0.5804167090568328,0.8711634683696691,21,"[21, 32, 12, 16, 10, 64, 9, 8, 6]",2.5578594,2.0228364,0.535023
ETTh,42,1253,encoder,0.07214681236463576,0.67932886,0.7594966,0.5805627873711205,0.8757295267040317,21,"[21, 32, 12, 16, 64, 10, 8, 5, 9]",2.272024,1.9173276,0.35469627
ETTh,42,1253,decoder,0.07214681236463576,0.67932886,0.7594966,0.5805627873711205,0.8757295267040317,21,"[21, 32, 12, 16, 64, 10, 8, 5, 9]",2.272024,1.9173276,0.35469627
ETTh,42,1254,encoder,0.07109215510251965,0.65916157,0.7443712,0.581305192401716,0.8777025286686398,21,"[21, 32, 12, 64, 16, 10, 8, 5, 9]",1.9805491,1.9922428,-0.011693716
ETTh,42,1254,decoder,0.07109215510251965,0.65916157,0.7443712,0.581305192401716,0.8777025286686398,21,"[21, 32, 12, 64, 16, 10, 8, 5, 9]",1.9805491,1.9922428,-0.011693716
ETTh,42,1255,encoder,0.07000558931523032,0.63838416,0.72878814,0.5823389402220195,0.8797854917815725,21,"[21, 32, 12, 64, 16, 10, 8, 5, 4]",2.2385333,1.9391378,0.29939544
ETTh,42,1255,decoder,0.07000558931523032,0.63838416,0.72878814,0.5823389402220195,0.8797854917815725,21,"[21, 32, 12, 64, 16, 10, 8, 5, 4]",2.2385333,1.9391378,0.29939544
ETTh,42,1256,encoder,0.07616753664883061,0.7562136,0.8171602,0.5965743619041668,0.8723251592547215,21,"[21, 32, 12, 64, 16, 8, 10, 5, 4]",1.7501708,1.6753387,0.07483208
ETTh,42,1256,decoder,0.07616753664883061,0.7562136,0.8171602,0.5965743619041668,0.8723251592547215,21,"[21, 32, 12, 64, 16, 8, 10, 5, 4]",1.7501708,1.6753387,0.07483208
ETTh,42,1257,encoder,0.06861158689520437,0.6117279,0.7087959,0.5782632910606955,0.8813488804220104,21,"[21, 32, 12, 64, 16, 8, 10, 5, 4]",1.8370521,1.7035997,0.13345242
ETTh,42,1257,decoder,0.06861158689520437,0.6117279,0.7087959,0.5782632910606955,0.8813488804220104,21,"[21, 32, 12, 64, 16, 8, 10, 5, 4]",1.8370521,1.7035997,0.13345242
ETTh,42,1258,encoder,0.06268144088600557,0.49833098,0.62374824,0.5670401981845039,0.8894585585172037,21,"[21, 32, 12, 10, 16, 8, 64, 5, 4]",1.9039503,1.6045903,0.29936004
ETTh,42,1258,decoder,0.06268144088600557,0.49833098,0.62374824,0.5670401981845039,0.8894585585172037,21,"[21, 32, 12, 10, 16, 8, 64, 5, 4]",1.9039503,1.6045903,0.29936004
ETTh,42,1259,encoder,0.06554479524255885,0.5530844,0.6648133,0.5708148080736213,0.8851732745620973,21,"[21, 32, 12, 10, 8, 16, 64, 7, 5]",1.5851386,1.6299986,-0.044860005
ETTh,42,1259,decoder,0.06554479524255885,0.5530844,0.6648133,0.5708148080736213,0.8851732745620973,21,"[21, 32, 12, 10, 8, 16, 64, 7, 5]",1.5851386,1.6299986,-0.044860005
ETTh,42,1260,encoder,0.05248488241666189,0.30335128,0.47751346,0.5333654448523798,0.9015967702384841,21,"[21, 10, 32, 12, 16, 8, 64, 7, 6]",1.7207296,1.7038757,0.016853929
ETTh,42,1260,decoder,0.05248488241666189,0.30335128,0.47751346,0.5333654448523798,0.9015967702384841,21,"[21, 10, 32, 12, 16, 8, 64, 7, 6]",1.7207296,1.7038757,0.016853929
ETTh,42,1261,encoder,0.05413788123108891,0.33496013,0.5012201,0.5313421058045636,0.8981110650940927,21,"[21, 10, 16, 32, 12, 8, 64, 7, 6]",1.7497836,1.8246939,-0.07491028
