dataset,window_index,origin_row,feature_index,feature_name,curvature,variation,robust_range,boundary_jump,normalized_boundary_jump,curvature_pct,variation_pct,range_pct,boundary_jump_pct,raw_boundary_jump_pct,typicality_distance,ts_mae,pets_mae,ts_crps,pets_crps,delta_mae,delta_crps,pets_improves_mae,pets_improves_crps,pets_improves_both,ground_truth_central_20_80,eligible,joint_gain,selected
ETTh,10,15688,0,HUFL,3.298257948890809,9.790993239303294,29.72560005187988,5.290999889373779,0.17679922878912638,0.6557474687313878,0.7409172126265634,0.8195354377605718,0.820726622989875,0.8534842167957117,0.5359727978501494,3.635829509678296,3.344797693099826,2.9661742111458445,2.9095824174303564,-8.004550703044956,-1.9079052573121265,True,True,True,False,False,4.956227980178541,False
ETTh,11,15689,0,HUFL,3.348999879052562,9.662116482848933,29.72560005187988,8.440000176429749,0.2820233516106686,0.6885050625372245,0.7153067301965456,0.8195354377605718,0.9416319237641453,0.95473496128648,0.6156563966552699,3.5789601157497595,3.3455230322200804,2.8064180943428254,2.8927961015934125,-6.522483514203012,3.0778738002262664,True,False,False,False,False,1.7223048569883728,False
ETTh,12,15690,0,HUFL,3.3122740599416916,9.811291829182363,29.72560005187988,4.956000208854675,0.16560518486572132,0.6640857653365099,0.7456819535437761,0.8195354377605718,0.8040500297796307,0.8314472900536033,0.5308795317932204,3.7601203341677323,3.453018446080387,3.059186314636027,2.8542042706348,-8.167342020859007,-6.700541350506631,True,True,True,False,False,7.433941685682819,False
ETTh,13,15691,0,HUFL,3.387886974119371,10.082024074086732,29.805999946594238,0.7369999885559082,0.024626919735146965,0.7135199523525908,0.7939249553305538,0.8314472900536033,0.25134008338296604,0.2727814175104229,0.5510641610870629,3.363515021462808,3.5696138044819237,2.665554626969097,2.9908432424999774,6.127482163866845,12.203412086915439,False,False,False,False,False,-9.165447125391141,False
ETTh,14,15692,0,HUFL,3.368451468406185,10.436111857883057,30.850349807739256,0.0670003890991211,0.0021760261097114927,0.696247766527695,0.8755211435378202,0.874329958308517,0.03752233472304944,0.050923168552709945,0.730436734891076,3.3181869735941287,3.992223914898932,2.635183374024928,3.4274113040044902,20.31341050606057,30.063483922544965,False,False,False,False,False,-25.18844721430277,False
ETTh,15,15693,0,HUFL,3.336064365602309,10.842347793148498,31.912149381637576,2.009000301361084,0.06397489074150965,0.6795711733174509,0.9273377010125075,0.9064919594997022,0.4925550923168553,0.5378201310303752,0.6165666685619482,3.1261183405236808,4.274238027678803,2.4371293329267063,3.701994557003491,36.7266866475308,51.89979895559461,False,False,False,False,False,-44.31324280156271,False
ETTh,16,15694,0,HUFL,3.24856436252594,11.220479928631244,33.83839902877808,1.004000186920166,0.03139546198475422,0.6176295413936868,0.946396664681358,0.933591423466349,0.29243597379392494,0.33085169743895176,0.6664765852793186,3.2896621672756736,4.386380194500089,2.613721801075444,3.6685699527524416,33.33831778029231,40.35808827255329,False,False,False,False,False,-36.848203026422794,False
ETTh,17,15695,0,HUFL,3.2215482073445476,11.464223444865773,33.83839902877808,6.497000217437744,0.20399706046057522,0.5884455032757594,0.9666468135795117,0.933591423466349,0.863013698630137,0.9014294222751638,0.7384865087260029,3.7088166881621873,4.435738286562264,2.978837817667009,3.625955276694149,19.599825483968175,21.723823136297995,False,False,False,False,False,-20.661824310133085,False
ETTh,18,15696,0,HUFL,3.2247740107197918,11.556699170695294,33.83839902877808,0.6029996871948242,0.018947329181162573,0.5914234663490173,0.9720071471113758,0.933591423466349,0.20190589636688505,0.23019654556283503,0.712748633283779,3.955435977317393,5.154252034053206,3.1481430901400747,4.290243471879512,30.308063728258336,36.27854100140728,False,False,False,False,False,-33.293302364832805,False
ETTh,19,15697,0,HUFL,3.2009998406133344,11.557279241273426,33.83839902877808,0.13399982452392578,0.004210514266241291,0.5723645026801668,0.9726027397260274,0.933591423466349,0.05955926146515783,0.06372840976771887,0.7813958903842451,3.925851585861528,5.2779362883418806,3.1248302465450255,4.571926736924797,34.440545520103704,46.30960328100243,False,False,False,False,False,-40.37507440055307,False
ETTh,20,15698,0,HUFL,3.2452740592341267,11.468198292941363,33.83839902877808,2.0099992752075195,0.06315777392592642,0.6146515783204288,0.9678379988088148,0.933591423466349,0.4854079809410363,0.5402025014889815,0.6482529036298982,3.7629031893622593,5.062880684714765,2.9801749559462767,4.329937819847837,34.54719481031418,45.29139677549496,False,False,False,False,False,-39.91929579290457,False
ETTh,21,15699,0,HUFL,3.318725685919485,11.413677971143304,33.83839902877808,1.6749992370605469,0.05263147327724643,0.6688505062537224,0.9630732578916021,0.933591423466349,0.42703990470518166,0.47587849910661106,0.660508920186158,3.863432433680282,5.231171779800206,3.010596944111458,4.4472365598287436,35.40218108116425,47.71942715637389,False,False,False,False,False,-41.56080411876907,False
ETTh,22,15700,0,HUFL,3.3662579559510752,11.337362717314981,33.83839902877808,0.33500003814697266,0.010526300648679992,0.6950565812983919,0.95473496128648,0.933591423466349,0.12447885646217986,0.14353782013103036,0.7575279576831204,3.7877202613599366,4.971844383981079,3.085033642872877,4.245978809474036,31.262185190941118,37.63152370422943,False,False,False,False,False,-34.446854447585274,False
ETTh,23,15701,0,HUFL,3.350048292067743,11.2635131752753,33.83839902877808,0.5359992980957031,0.016842057064965162,0.6891006551518761,0.9511614055985705,0.933591423466349,0.17927337701012508,0.20369267421083978,0.7281296319190772,4.0221821598126555,5.482852835813538,3.3403097183827777,4.901756708850153,36.315378517538775,46.74557517448875,False,False,False,False,False,-41.53047684601376,False
ETTh,24,15702,0,HUFL,3.3673224718339982,11.211307141676196,33.83839902877808,1.3400001525878906,0.04210520259471997,0.6956521739130435,0.9458010720667064,0.933591423466349,0.3633114949374628,0.4178082191780822,0.666110830817613,3.8710794664551944,5.273552951496095,3.1545523750052604,4.5821382669452575,36.229519367763494,45.25478490233076,False,False,False,False,False,-40.74215213504713,False
ETTh,25,15703,0,HUFL,3.308967632632102,11.143851341592782,33.83839902877808,0.20099925994873047,0.006315756416285172,0.6622989874925551,0.9428231089934485,0.933591423466349,0.08636092912447886,0.08546754020250148,0.7625825008863443,3.8559692634968084,5.172126883687452,3.0766015169164165,4.391650906302966,34.132990442903015,42.743572157650874,False,False,False,False,False,-38.43828130027694,False
ETTh,26,15704,0,HUFL,3.291693429793081,11.132546754827652,33.83839902877808,4.689000129699707,0.1473367745864677,0.6515783204288267,0.9422275163787969,0.933591423466349,0.764145324597975,0.817748659916617,0.6901560971817372,3.4280919599295885,4.909170663543046,2.7081731264673725,4.219866601899266,43.204170743537404,55.81967639579213,False,False,False,False,False,-49.511923569664766,False
ETTh,27,15705,0,HUFL,3.2149998747533366,11.179413777378077,33.83839902877808,9.577999591827393,0.30095788607724516,0.5842763549731983,0.9446098868374032,0.933591423466349,0.9523525908278737,0.9702203692674211,0.7729196882040213,3.4228099846368423,4.7169081683270635,2.718730114591017,3.9174672789592297,37.80806382763676,44.09180440290009,False,False,False,False,False,-40.94993411526842,False
ETTh,28,15706,0,HUFL,3.1274837495819217,11.296282844108788,33.90539927482605,0.20100003480911255,0.0063111305035022745,0.5282906491959499,0.9529481834425253,0.9383561643835616,0.08576533650982728,0.09499702203692674,0.754790633888429,3.4865331038512526,4.484646381158382,2.7873760069810665,3.69055437178351,28.62767246364606,32.40245889110067,False,False,False,False,False,-30.515065677373364,False
ETTh,29,15707,0,HUFL,3.0161934321926487,11.37318899215324,33.90539927482605,7.769999802112579,0.2439675336866965,0.46277546158427635,0.957712924359738,0.9383561643835616,0.9058963668850506,0.9416319237641453,0.7535215822322269,2.9505656906243534,3.6516661681584077,2.2787582227076926,2.891093266712269,23.76156137658126,26.871435411738435,False,False,False,False,False,-25.316498394159847,False
ETTh,30,15708,0,HUFL,3.031306332157504,11.402073756350102,33.90539927482605,3.3489997386932373,0.10515408331725232,0.4699225729600953,0.9612864800476474,0.9383561643835616,0.6509827278141751,0.7078618225134008,0.654707399716367,2.950796715767865,3.1355904823169114,2.189015371206515,2.4516216767765577,6.262504142070623,11.996549180250973,False,False,False,False,False,-9.129526661160797,False
ETTh,31,15709,0,HUFL,3.005354735159105,11.451084605797003,33.90539927482605,0.6029999256134033,0.01893338589599001,0.456223942823109,0.9654556283502085,0.9383561643835616,0.20131030375223347,0.235854675402025,0.7070621943241577,2.526286505738972,2.999470961745828,1.8414980395120801,2.2207684619072827,18.730435163704577,20.595754883111002,False,False,False,False,False,-19.66309502340779,False
ETTh,32,15710,0,HUFL,3.029096672611852,11.519337420576127,33.972398853302,3.2149996757507324,0.1008088138149365,0.46813579511614056,0.9708159618820726,0.9404407385348421,0.6349017272185825,0.6902918403811793,0.6594463721057959,2.5754020060645417,2.8484118894208224,1.8057657173252664,2.0933568219142034,10.60067060262431,15.926268941184812,False,False,False,False,False,-13.26346977190456,False
ETTh,33,15711,0,HUFL,2.909161183141893,11.558753464882908,34.03939990997314,3.750999927520752,0.11736894615136435,0.3829660512209649,0.973198332340679,0.9460988683740321,0.6885050625372245,0.7462775461584277,0.6871331500252105,2.543683582020458,2.2858878729864953,1.8664641516993286,1.7490499742096293,-10.134739668728557,-6.2907277047244206,True,True,True,False,False,8.212733686726489,False
ETTh,34,15712,0,HUFL,2.924306350369607,11.463582302388229,34.03939990997314,3.9519996643066406,0.12365823640439139,0.3966646813579512,0.9660512209648601,0.9460988683740321,0.7129243597379392,0.7656343061346039,0.6871847728057527,2.6872445597080516,1.862085607368499,1.9412907199538314,1.3945754745695742,-30.70650750258472,-28.162461179295157,True,True,True,False,False,29.43448434093994,False
ETTh,35,15713,0,HUFL,2.9804837578727352,11.39845676525167,34.03939990997314,8.305000066757202,0.25986380284111876,0.4377605717689101,0.9600952948183442,0.9460988683740321,0.9219773674806433,0.9517569982132221,0.7698249968473342,2.7219871510285882,2.1566043548751623,2.083851682334207,1.6083992879418656,-20.770957568252232,-22.81603812895973,True,True,True,False,False,21.79349784860598,False
ETTh,36,15714,0,HUFL,2.9966934390606417,11.515079391188396,34.03939990997314,3.549999952316284,0.1110796484382099,0.4478856462179869,0.9696247766527695,0.9460988683740321,0.6700416914830256,0.7281119714115545,0.6717006133116755,2.760713068203768,1.9466595019155646,2.09472605489369,1.4558711793989643,-29.487076207374916,-30.498254127418516,True,True,True,False,False,29.992665167396716,False
ETTh,37,15715,0,HUFL,3.0560966518617447,11.710028961238926,34.03939990997314,1.005000114440918,0.03144649602589963,0.48421679571173315,0.9803454437164979,0.9460988683740321,0.2930315664085765,0.3409767718880286,0.6876197988021316,3.0225754756713283,2.146568907983601,2.304887421207968,1.5986227651685476,-28.982123845663843,-30.64204566092318,True,True,True,False,False,29.81208475329351,False
ETTh,38,15716,0,HUFL,3.0733869671821594,11.958077164442868,34.03939990997314,0.20100021362304688,0.006289305173281853,0.4937462775461584,0.98868374032162,0.9460988683740321,0.0851697438951757,0.10125074449076832,0.7809860746798526,2.794133776664967,2.382873478345573,2.0897659131797264,1.7319305009767414,-14.718704657379279,-17.123229446235587,True,True,True,False,False,15.920967051807434,False
ETTh,39,15717,0,HUFL,3.0431127990445783,12.25618370492232,34.2805998802185,0.33500003814697266,0.010078599435590323,0.4794520547945205,0.9922572960095295,0.973198332340679,0.1209053007742704,0.14353782013103036,0.7812611063132652,2.883701953743002,2.5010177711024877,2.1499746571623835,1.877375571280718,-13.270587209742537,-12.679176704410636,True,True,True,False,False,12.974881957076587,False
ETTh,40,15718,0,HUFL,2.988048266979956,12.542137943653254,34.31074991226196,1.875999927520752,0.05528671799027943,0.44133412745681955,0.9976176295413937,0.9764740917212626,0.4455032757593806,0.5199523525908278,0.69358665130336,2.70100854288321,2.497020076913759,1.9883097804826686,1.8369375781016424,-7.552307322645562,-7.613109580152049,True,True,True,False,False,7.582708451398805,False
ETTh,41,15719,0,HUFL,2.9048869898242335,12.744974848186393,34.31074991226196,7.567999839782715,0.22347424402524455,0.37820131030375226,0.9994044073853484,0.9764740917212626,0.8868374032162001,0.935080405002978,0.8005688099946744,3.231899363297271,2.763211221806705,2.4601369573903504,2.064478462059051,-14.501941081865786,-16.082783283374756,True,True,True,False,False,15.29236218262027,False
ETTh,42,15720,0,HUFL,2.9275644113940578,12.766231636133824,34.31074991226196,0.06699943542480469,0.001978415499293443,0.3990470518165575,1.0,0.9764740917212626,0.029779630732578916,0.03424657534246575,0.841621205473413,3.227721146983095,3.17444197894074,2.290321152115939,2.3366734069352972,-1.6506744423121644,2.0238321065382108,True,False,False,False,False,-0.18657883211302317,False
ETTh,43,15721,0,HUFL,2.890822447115375,12.710364041952614,34.31074991226196,0.26800060272216797,0.007913746479858002,0.36390708755211437,0.9988088147706968,0.9764740917212626,0.10125074449076832,0.1265634306134604,0.8083068992420293,3.453286164101155,2.880946861859411,2.5502996127585362,2.083999206377193,-16.573758299892194,-18.28414214739924,True,True,True,False,False,17.428950223645717,False
