family,dataset,sequence_length,model_seed,draw,metric,value
PETS-U,ETTh,128,0,100003,context_fid,0.8911865578792444
PETS-U,ETTh,128,0,100003,correlation_score,0.0741967260837555
PETS-U,ETTh,128,0,100003,discriminative_score,0.15487804878048783
PETS-U,ETTh,128,0,100003,predictive_score,0.11399358885986051
PETS-U,ETTh,128,0,100004,context_fid,0.8978815370922405
PETS-U,ETTh,128,0,100004,correlation_score,0.06876623630523682
PETS-U,ETTh,128,0,100004,discriminative_score,0.14532520325203255
PETS-U,ETTh,128,0,100004,predictive_score,0.11705027641482957
PETS-U,ETTh,128,42,100000,context_fid,0.9641710463680792
PETS-U,ETTh,128,42,100000,correlation_score,0.09058330953121185
PETS-U,ETTh,128,42,100000,discriminative_score,0.15772357723577238
PETS-U,ETTh,128,42,100000,predictive_score,0.11740319842116757
PETS-U,ETTh,128,42,100001,context_fid,0.8996867133304832
PETS-U,ETTh,128,42,100001,correlation_score,0.08451183885335922
PETS-U,ETTh,128,42,100001,discriminative_score,0.141869918699187
PETS-U,ETTh,128,42,100001,predictive_score,0.11445024372445307
PETS-U,ETTh,128,42,100002,context_fid,0.994964437513768
PETS-U,ETTh,128,42,100002,correlation_score,0.09079054743051529
PETS-U,ETTh,128,42,100002,discriminative_score,0.15345528455284554
PETS-U,ETTh,128,42,100002,predictive_score,0.11564819179723902
PETS-U,ETTh,128,42,100003,context_fid,0.9408997605772815
PETS-U,ETTh,128,42,100003,correlation_score,0.08203158527612686
PETS-U,ETTh,128,42,100003,discriminative_score,0.14349593495934962
PETS-U,ETTh,128,42,100003,predictive_score,0.11559488957209396
PETS-U,ETTh,128,42,100004,context_fid,0.9071229335847413
PETS-U,ETTh,128,42,100004,correlation_score,0.07980580627918243
PETS-U,ETTh,128,42,100004,discriminative_score,0.1595528455284553
PETS-U,ETTh,128,42,100004,predictive_score,0.11591049670172045
PETS-U,ETTh,128,123,100000,context_fid,0.9672613113456109
PETS-U,ETTh,128,123,100000,correlation_score,0.08625040203332901
PETS-U,ETTh,128,123,100000,discriminative_score,0.16402439024390247
PETS-U,ETTh,128,123,100000,predictive_score,0.11684392652326399
PETS-U,ETTh,128,123,100001,context_fid,0.912055080282587
PETS-U,ETTh,128,123,100001,correlation_score,0.07691387832164764
PETS-U,ETTh,128,123,100001,discriminative_score,0.1658536585365854
PETS-U,ETTh,128,123,100001,predictive_score,0.11638937300025039
PETS-U,ETTh,128,123,100002,context_fid,0.9416362407872155
PETS-U,ETTh,128,123,100002,correlation_score,0.0827644020318985
PETS-U,ETTh,128,123,100002,discriminative_score,0.1723577235772358
PETS-U,ETTh,128,123,100002,predictive_score,0.11692969799166046
PETS-U,ETTh,128,123,100003,context_fid,0.9996578511474076
PETS-U,ETTh,128,123,100003,correlation_score,0.08820998668670654
PETS-U,ETTh,128,123,100003,discriminative_score,0.17500000000000004
PETS-U,ETTh,128,123,100003,predictive_score,0.11468981340628186
PETS-U,ETTh,128,123,100004,context_fid,0.9779111706745739
PETS-U,ETTh,128,123,100004,correlation_score,0.07392330467700958
PETS-U,ETTh,128,123,100004,discriminative_score,0.16605691056910574
PETS-U,ETTh,128,123,100004,predictive_score,0.11677105734573463
PETS-U,ETTh,256,0,100000,context_fid,1.7860728907915526
PETS-U,ETTh,256,0,100000,correlation_score,0.10157112777233124
PETS-U,ETTh,256,0,100000,discriminative_score,0.21910569105691055
PETS-U,ETTh,256,0,100000,predictive_score,0.11750938677247784
PETS-U,ETTh,256,0,100001,context_fid,1.8973085605405189
PETS-U,ETTh,256,0,100001,correlation_score,0.11221909523010254
PETS-U,ETTh,256,0,100001,discriminative_score,0.21138211382113817
PETS-U,ETTh,256,0,100001,predictive_score,0.11716757182648507
PETS-U,ETTh,256,0,100002,context_fid,1.8053705302836855
PETS-U,ETTh,256,0,100002,correlation_score,0.10322582721710205
PETS-U,ETTh,256,0,100002,discriminative_score,0.2123983739837398
PETS-U,ETTh,256,0,100002,predictive_score,0.11833533674750167
PETS-U,ETTh,256,0,100003,context_fid,1.8091376843201923
PETS-U,ETTh,256,0,100003,correlation_score,0.10444144904613495
PETS-U,ETTh,256,0,100003,discriminative_score,0.2107723577235772
PETS-U,ETTh,256,0,100003,predictive_score,0.11663009493577192
PETS-U,ETTh,256,0,100004,context_fid,1.9063425047805278
PETS-U,ETTh,256,0,100004,correlation_score,0.11340341717004776
PETS-U,ETTh,256,0,100004,discriminative_score,0.20711382113821133
PETS-U,ETTh,256,0,100004,predictive_score,0.11645982211302908
PETS-U,ETTh,256,42,100000,context_fid,1.6615406335598601
PETS-U,ETTh,256,42,100000,correlation_score,0.114290751516819
PETS-U,ETTh,256,42,100000,discriminative_score,0.15528455284552845
PETS-U,ETTh,256,42,100000,predictive_score,0.11253186879745651
PETS-U,ETTh,256,42,100001,context_fid,1.648796138764965
PETS-U,ETTh,256,42,100001,correlation_score,0.11120682954788208
PETS-U,ETTh,256,42,100001,discriminative_score,0.20711382113821133
PETS-U,ETTh,256,42,100001,predictive_score,0.1145600216080614
PETS-U,ETTh,256,42,100002,context_fid,1.6235299292369751
PETS-U,ETTh,256,42,100002,correlation_score,0.12015372514724731
PETS-U,ETTh,256,42,100002,discriminative_score,0.2178861788617886
PETS-U,ETTh,256,42,100002,predictive_score,0.11378660927493911
PETS-U,ETTh,256,42,100003,context_fid,1.5705990918058976
PETS-U,ETTh,256,42,100003,correlation_score,0.1150907427072525
PETS-U,ETTh,256,42,100003,discriminative_score,0.22418699186991867
PETS-U,ETTh,256,42,100003,predictive_score,0.11323479217192774
PETS-U,ETTh,256,42,100004,context_fid,1.6006579941248038
PETS-U,ETTh,256,42,100004,correlation_score,0.11670112609863281
PETS-U,ETTh,256,42,100004,discriminative_score,0.21056910569105688
PETS-U,ETTh,256,42,100004,predictive_score,0.11272987726836921
PETS-U,ETTh,256,123,100000,context_fid,1.5347578001223336
PETS-U,ETTh,256,123,100000,correlation_score,0.11993710696697235
PETS-U,ETTh,256,123,100000,discriminative_score,0.20182926829268288
PETS-U,ETTh,256,123,100000,predictive_score,0.11549189350792706
PETS-U,ETTh,256,123,100001,context_fid,1.5515730238692174
PETS-U,ETTh,256,123,100001,correlation_score,0.12067870795726776
PETS-U,ETTh,256,123,100001,discriminative_score,0.21199186991869914
PETS-U,ETTh,256,123,100001,predictive_score,0.12162262279935021
PETS-U,ETTh,256,123,100002,context_fid,1.515945797971226
PETS-U,ETTh,256,123,100002,correlation_score,0.11555347591638565
PETS-U,ETTh,256,123,100002,discriminative_score,0.20081300813008127
PETS-U,ETTh,256,123,100002,predictive_score,0.11575009865691754
PETS-U,ETTh,256,123,100003,context_fid,1.5055981112158243
PETS-U,ETTh,256,123,100003,correlation_score,0.11600353568792343
PETS-U,ETTh,256,123,100003,discriminative_score,0.20894308943089426
PETS-U,ETTh,256,123,100003,predictive_score,0.11435745845498484
PETS-U,ETTh,256,123,100004,context_fid,1.5218516710917243
PETS-U,ETTh,256,123,100004,correlation_score,0.11612258106470108
PETS-U,ETTh,256,123,100004,discriminative_score,0.199390243902439
PETS-U,ETTh,256,123,100004,predictive_score,0.11528593301288008
PETS-U,Energy,64,0,100000,context_fid,0.9942999582747883
PETS-U,Energy,64,0,100000,correlation_score,1.8194921016693115
PETS-U,Energy,64,0,100000,discriminative_score,0.26626016260162605
PETS-U,Energy,64,0,100000,predictive_score,0.26528633671720553
PETS-U,Energy,64,0,100001,context_fid,0.9540364655587816
PETS-U,Energy,64,0,100001,correlation_score,1.785271406173706
PETS-U,Energy,64,0,100001,discriminative_score,0.18821138211382116
PETS-U,Energy,64,0,100001,predictive_score,0.2611796464625513
PETS-U,Energy,64,0,100002,context_fid,0.939478110514116
PETS-U,Energy,64,0,100002,correlation_score,1.9878782033920288
PETS-U,Energy,64,0,100002,discriminative_score,0.3941056910569105
PETS-U,Energy,64,0,100002,predictive_score,0.26112113428583444
PETS-U,Energy,64,0,100003,context_fid,0.9358454842884919
PETS-U,Energy,64,0,100003,correlation_score,2.137380599975586
PETS-U,Energy,64,0,100003,discriminative_score,0.26321138211382117
PETS-U,Energy,64,0,100003,predictive_score,0.2651013422679777
PETS-U,Energy,64,0,100004,context_fid,0.9201398546215197
PETS-U,Energy,64,0,100004,correlation_score,1.9520835876464844
PETS-U,Energy,64,0,100004,discriminative_score,0.33170731707317075
PETS-U,Energy,64,0,100004,predictive_score,0.26035964412706863
PETS-U,Energy,64,42,100000,context_fid,0.9021068025576527
PETS-U,Energy,64,42,100000,correlation_score,1.6446174383163452
PETS-U,Energy,64,42,100000,discriminative_score,0.3298780487804878
PETS-U,Energy,64,42,100000,predictive_score,0.25799265930982074
PETS-U,Energy,64,42,100001,context_fid,0.9187082741248672
PETS-U,Energy,64,42,100001,correlation_score,1.614725112915039
PETS-U,Energy,64,42,100001,discriminative_score,0.3914634146341463
PETS-U,Energy,64,42,100001,predictive_score,0.25516480346777826
PETS-U,Energy,64,42,100002,context_fid,0.9010108343474776
PETS-U,Energy,64,42,100002,correlation_score,1.5940940380096436
PETS-U,Energy,64,42,100002,discriminative_score,0.31056910569105695
PETS-U,Energy,64,42,100002,predictive_score,0.2624816609119686
PETS-U,Energy,64,42,100003,context_fid,0.896679874463837
PETS-U,Energy,64,42,100003,correlation_score,1.6128292083740234
PETS-U,Energy,64,42,100003,discriminative_score,0.3361788617886179
PETS-U,Energy,64,42,100003,predictive_score,0.2580433722311379
PETS-U,Energy,64,42,100004,context_fid,0.9238598593027748
PETS-U,Energy,64,42,100004,correlation_score,1.536635398864746
PETS-U,Energy,64,42,100004,discriminative_score,0.4081300813008131
PETS-U,Energy,64,42,100004,predictive_score,0.25630289222681313
PETS-U,Energy,64,123,100000,context_fid,0.955519047780382
PETS-U,Energy,64,123,100000,correlation_score,1.9537016153335571
PETS-U,Energy,64,123,100000,discriminative_score,0.2934959349593496
PETS-U,Energy,64,123,100000,predictive_score,0.2576922606264513
PETS-U,Energy,64,123,100001,context_fid,0.9422310459859847
PETS-U,Energy,64,123,100001,correlation_score,1.9878956079483032
PETS-U,Energy,64,123,100001,discriminative_score,0.22845528455284556
PETS-U,Energy,64,123,100001,predictive_score,0.26668700372223003
PETS-U,Energy,64,123,100002,context_fid,0.9714593449138783
PETS-U,Energy,64,123,100002,correlation_score,1.914090871810913
PETS-U,Energy,64,123,100002,discriminative_score,0.23638211382113825
PETS-U,Energy,64,123,100002,predictive_score,0.2774177733444958
PETS-U,Energy,64,123,100003,context_fid,0.9664475740357416
PETS-U,Energy,64,123,100003,correlation_score,1.8645204305648804
PETS-U,Energy,64,123,100003,discriminative_score,0.1532520325203252
PETS-U,Energy,64,123,100003,predictive_score,0.28956544980367954
PETS-U,Energy,64,123,100004,context_fid,0.9497768209763602
PETS-U,Energy,64,123,100004,correlation_score,1.9172179698944092
PETS-U,Energy,64,123,100004,discriminative_score,0.3560975609756098
PETS-U,Energy,64,123,100004,predictive_score,0.32029668963029206
PETS-U,Energy,128,0,100000,context_fid,1.5168847654870863
PETS-U,Energy,128,0,100000,correlation_score,1.489171028137207
PETS-U,Energy,128,0,100000,discriminative_score,0.4670731707317073
PETS-U,Energy,128,0,100000,predictive_score,0.3240974918589927
PETS-U,Energy,128,0,100001,context_fid,1.553706895892655
PETS-U,Energy,128,0,100001,correlation_score,1.4640477895736694
PETS-U,Energy,128,0,100001,discriminative_score,0.45406504065040654
PETS-U,Energy,128,0,100001,predictive_score,0.33107864056607167
PETS-U,Energy,128,0,100002,context_fid,1.586863956294404
PETS-U,Energy,128,0,100002,correlation_score,1.5234932899475098
PETS-U,Energy,128,0,100002,discriminative_score,0.46260162601626015
PETS-U,Energy,128,0,100002,predictive_score,0.3274172381243261
PETS-U,Energy,128,0,100003,context_fid,1.5561282357197241
PETS-U,Energy,128,0,100003,correlation_score,1.6899559497833252
PETS-U,Energy,128,0,100003,discriminative_score,0.38983739837398373
PETS-U,Energy,128,0,100003,predictive_score,0.3270573510732599
PETS-U,Energy,128,0,100004,context_fid,1.5686704022504643
PETS-U,Energy,128,0,100004,correlation_score,1.5344473123550415
PETS-U,Energy,128,0,100004,discriminative_score,0.4619918699186991
PETS-U,Energy,128,0,100004,predictive_score,0.3265143787078462
PETS-U,Energy,128,42,100000,context_fid,1.671227278382368
PETS-U,Energy,128,42,100000,correlation_score,1.4586071968078613
PETS-U,Energy,128,42,100000,discriminative_score,0.45426829268292684
PETS-U,Energy,128,42,100000,predictive_score,0.303646557656369
PETS-U,Energy,128,42,100001,context_fid,1.7103835234974083
PETS-U,Energy,128,42,100001,correlation_score,1.5370606184005737
PETS-U,Energy,128,42,100001,discriminative_score,0.4676829268292682
PETS-U,Energy,128,42,100001,predictive_score,0.2534566298660745
PETS-U,Energy,128,42,100002,context_fid,1.7148841461956137
PETS-U,Energy,128,42,100002,correlation_score,1.6052725315093994
PETS-U,Energy,128,42,100002,discriminative_score,0.46605691056910564
PETS-U,Energy,128,42,100002,predictive_score,0.302159025407794
PETS-U,Energy,128,42,100003,context_fid,1.7550422926034848
PETS-U,Energy,128,42,100003,correlation_score,1.6217248439788818
PETS-U,Energy,128,42,100003,discriminative_score,0.46117886178861783
PETS-U,Energy,128,42,100003,predictive_score,0.278569945392519
PETS-U,Energy,128,42,100004,context_fid,1.6915090781525148
PETS-U,Energy,128,42,100004,correlation_score,1.5593329668045044
PETS-U,Energy,128,42,100004,discriminative_score,0.46991869918699186
PETS-U,Energy,128,42,100004,predictive_score,0.2546821008497015
PETS-U,Energy,128,123,100000,context_fid,1.6250564288507274
PETS-U,Energy,128,123,100000,correlation_score,1.4324487447738647
PETS-U,Energy,128,123,100000,discriminative_score,0.3678861788617886
PETS-U,Energy,128,123,100000,predictive_score,0.28255909368454013
PETS-U,Energy,128,123,100001,context_fid,1.5955648065090726
PETS-U,Energy,128,123,100001,correlation_score,1.3447597026824951
PETS-U,Energy,128,123,100001,discriminative_score,0.34959349593495936
PETS-U,Energy,128,123,100001,predictive_score,0.3165963890811933
PETS-U,Energy,128,123,100002,context_fid,1.6351017869035784
PETS-U,Energy,128,123,100002,correlation_score,1.414381980895996
PETS-U,Energy,128,123,100002,discriminative_score,0.34593495934959345
PETS-U,Energy,128,123,100002,predictive_score,0.2785028672697081
PETS-U,Energy,128,123,100003,context_fid,1.6074907526163376
PETS-U,Energy,128,123,100003,correlation_score,1.3453880548477173
PETS-U,Energy,128,123,100003,discriminative_score,0.357520325203252
PETS-U,Energy,128,123,100003,predictive_score,0.27979752354804077
PETS-U,Energy,128,123,100004,context_fid,1.6518314917845789
PETS-U,Energy,128,123,100004,correlation_score,1.4609700441360474
PETS-U,Energy,128,123,100004,discriminative_score,0.43922764227642275
PETS-U,Energy,128,123,100004,predictive_score,0.28336952558068634
PETS-U,Energy,256,0,100000,context_fid,2.192156693383012
PETS-U,Energy,256,0,100000,correlation_score,1.7585093975067139
PETS-U,Energy,256,0,100000,discriminative_score,0.4786585365853659
PETS-U,Energy,256,0,100000,predictive_score,0.4192749427675153
PETS-U,Energy,256,0,100001,context_fid,2.2039818716190918
PETS-U,Energy,256,0,100001,correlation_score,1.76606023311615
PETS-U,Energy,256,0,100001,discriminative_score,0.47906504065040645
PETS-U,Energy,256,0,100001,predictive_score,0.4097232891920915
PETS-U,Energy,256,0,100002,context_fid,2.201189459690693
PETS-U,Energy,256,0,100002,correlation_score,1.8195720911026
PETS-U,Energy,256,0,100002,discriminative_score,0.48048780487804876
PETS-U,Energy,256,0,100002,predictive_score,0.4257027171721954
PETS-U,Energy,256,0,100003,context_fid,2.175278018923665
PETS-U,Energy,256,0,100003,correlation_score,1.8591572046279907
PETS-U,Energy,256,0,100003,discriminative_score,0.48516260162601627
PETS-U,Energy,256,0,100003,predictive_score,0.4123310465802206
PETS-U,Energy,256,0,100004,context_fid,2.1625297791717926
PETS-U,Energy,256,0,100004,correlation_score,1.7131316661834717
PETS-U,Energy,256,0,100004,discriminative_score,0.48069105691056907
PETS-U,Energy,256,0,100004,predictive_score,0.3634122852624084
PETS-U,Energy,256,42,100000,context_fid,2.169055214834458
PETS-U,Energy,256,42,100000,correlation_score,1.816772699356079
PETS-U,Energy,256,42,100000,discriminative_score,0.4835365853658537
PETS-U,Energy,256,42,100000,predictive_score,0.3542552033116711
PETS-U,Energy,256,42,100001,context_fid,2.161268595363041
PETS-U,Energy,256,42,100001,correlation_score,1.8216205835342407
PETS-U,Energy,256,42,100001,discriminative_score,0.4774390243902438
PETS-U,Energy,256,42,100001,predictive_score,0.3532185705723047
PETS-U,Energy,256,42,100002,context_fid,2.200018921918305
PETS-U,Energy,256,42,100002,correlation_score,1.8610042333602905
PETS-U,Energy,256,42,100002,discriminative_score,0.46890243902439027
PETS-U,Energy,256,42,100002,predictive_score,0.3057112148720383
PETS-U,Energy,256,42,100003,context_fid,2.21208915875016
PETS-U,Energy,256,42,100003,correlation_score,1.8555715084075928
PETS-U,Energy,256,42,100003,discriminative_score,0.484349593495935
PETS-U,Energy,256,42,100003,predictive_score,0.30250719546772115
PETS-U,Energy,256,42,100004,context_fid,2.2381902133407023
PETS-U,Energy,256,42,100004,correlation_score,1.8356468677520752
PETS-U,Energy,256,42,100004,discriminative_score,0.48150406504065035
PETS-U,Energy,256,42,100004,predictive_score,0.3545347292238148
PETS-U,Energy,256,123,100000,context_fid,1.808463460862467
PETS-U,Energy,256,123,100000,correlation_score,1.6675751209259033
PETS-U,Energy,256,123,100000,discriminative_score,0.47154471544715443
PETS-U,Energy,256,123,100000,predictive_score,0.34255926091282163
PETS-U,Energy,256,123,100001,context_fid,1.880279055414177
PETS-U,Energy,256,123,100001,correlation_score,1.9775539636611938
PETS-U,Energy,256,123,100001,discriminative_score,0.47052845528455284
PETS-U,Energy,256,123,100001,predictive_score,0.38600386889932753
PETS-U,Energy,256,123,100002,context_fid,1.868535672904245
PETS-U,Energy,256,123,100002,correlation_score,1.7792346477508545
PETS-U,Energy,256,123,100002,discriminative_score,0.476219512195122
PETS-U,Energy,256,123,100002,predictive_score,0.3317619081050604
PETS-U,Energy,256,123,100003,context_fid,1.8305427627231527
PETS-U,Energy,256,123,100003,correlation_score,1.6695611476898193
PETS-U,Energy,256,123,100003,discriminative_score,0.47154471544715443
PETS-U,Energy,256,123,100003,predictive_score,0.357293475347736
PETS-U,Energy,256,123,100004,context_fid,1.8568300129407378
PETS-U,Energy,256,123,100004,correlation_score,1.783574104309082
PETS-U,Energy,256,123,100004,discriminative_score,0.47337398373983736
PETS-U,Energy,256,123,100004,predictive_score,0.32330769713250146
