dataset,system,seed,split,draws,windows,ensemble_mean_mae,ensemble_mean_rmse,expected_sample_mae,expected_sample_rmse,empirical_crps,normalized_energy_score,weighted_interval_score,picp_50,mpiw_50,interval_score_50,picp_80,mpiw_80,interval_score_80,picp_90,mpiw_90,interval_score_90,picp_95,mpiw_95,interval_score_95,mean_ensemble_std,median_ensemble_std,spread_skill_ratio,mean_absolute_coverage_error,slope_mae,curvature_mae,high_curvature_mae,derivative_sign_agreement,turning_point_f1_pm2,boundary_jump_mae,spectral_log_amplitude_mae,acf_mae_lags_1_32,dominant_frequency_index_error,cross_correlation_phase_lag_mae
Energy,PETS_SELECTED,123,FINAL_TEST,10,1910,5.894097805023193,21.564828872680664,6.11030912399292,19.571916580200195,5.322373986244202,26.68810506005469,23.849523544311523,0.0750391501495886,1.8513644061117709,22.27103121489156,0.1279894353029169,3.2978804684588026,48.41910172239704,0.1526505235602094,4.010188657537243,88.77280085444276,0.1648008017015707,4.366342752060545,169.08593590411778,1.4878690242767334,0.200650930404663,0.068995169544871,0.6573800223214286,2.4951138496398926,3.9303793907165527,37.16334915161133,0.3916616210183899,0.5317687862427131,3.245615005493164,0.3850884575275938,0.4421656414088332,1.6991959611069558,17.722980553477935
AirQuality,PETS_SELECTED,0,FINAL_TEST,10,872,129.0604705810547,232.50509643554688,137.790283203125,242.27061462402344,108.55165100097656,18.078733204806746,455.456298828125,0.1399301573649337,65.60527397703122,468.6519432442808,0.2508780103211009,120.68143331506349,918.2328278073536,0.309338366462793,150.29205291847714,1543.8853543843893,0.3364372292303771,165.09736271942225,2786.078659634981,54.88733673095703,23.79403305053711,0.2360693919075982,0.5283540591551987,54.3157844543457,66.96266174316406,258.8374938964844,0.6468516900474087,0.8534227566144467,39.7388916015625,0.4326041089394997,0.2744041726772052,1.1634811416921509,20.65519877675841
AirQuality,PETS_SELECTED,42,FINAL_TEST,10,872,135.37672424316406,251.6213531494141,146.25814819335938,259.3016357421875,112.12908172607422,18.04562913721363,463.21575927734375,0.1610442150866463,78.88266427250608,485.9660026080495,0.2855046667940876,142.17737298063363,926.9022996725852,0.3462386913863404,174.3241285775854,1538.1675454024064,0.3741399082568807,190.39750637659645,2746.3346685973243,63.23145294189453,30.30639266967773,0.2512960531785526,0.4957681296190112,54.36587905883789,66.39566802978516,248.28472900390625,0.6479701632606831,0.8609694260394967,39.20103073120117,0.4122886648486613,0.2693239618427747,1.1258919469928643,20.037079510703364
AirQuality,PETS_SELECTED,123,FINAL_TEST,10,872,136.58290100097656,246.04428100585932,144.6846466064453,250.75596618652344,115.407958984375,18.35879228834017,488.8282775878906,0.1402307912844036,66.63702804652908,496.4370467389739,0.251542988659531,121.34468183935527,985.626336604798,0.306752118374108,150.01472107314828,1681.0200330129323,0.3328156855249745,164.34974069011776,3057.434895449589,54.397239685058594,27.60782241821289,0.2210871939907563,0.5296646040392456,56.26210784912109,68.80562591552734,253.2824249267578,0.6449464427293173,0.8648846530851425,40.63351058959961,0.4195933517837077,0.2775096232913543,1.194317023445464,20.36264016309888
ETTh,PETS_SELECTED_CALIBRATED,0,FINAL_TEST,10,1679,2.130256414413452,4.061062812805176,2.397616386413574,4.302582263946533,1.7764124870300293,13.025760723668938,7.246622562408447,0.2503217263677359,1.4118086294066878,7.6981506103133555,0.4271183421254148,2.567960820027115,14.51120872348397,0.5081747745256531,3.1835488049861627,23.72020819534565,0.5423921020165064,3.491342797491262,41.943115083819215,1.1497694253921509,0.7893339395523071,0.2831203254888709,0.3554982637411724,1.0697094202041626,1.4588720798492432,5.831761837005615,0.5979992950128235,0.8810587270134083,0.928217351436615,0.4618693521764095,0.2153281828665694,0.5874244873649281,20.697268782438528
ETTh,PETS_SELECTED_CALIBRATED,42,FINAL_TEST,10,1679,2.0376088619232178,3.603047609329224,2.4303643703460693,4.070236682891846,1.6481533646583555,12.004567680873231,6.379088878631592,0.3041178316174593,1.7925990423216789,7.233109096583471,0.5087490959754957,3.2431291362912087,12.611128596063091,0.5969566280949545,4.001634154188968,19.29909127821404,0.6313321598740746,4.380886663112716,32.44891473335337,1.4427213668823242,0.9891728162765504,0.4004169590062437,0.2772110711095039,1.0432641506195068,1.4686565399169922,5.806064128875732,0.5897190720640053,0.89434968480882,0.8384667634963989,0.4444429567660261,0.2157383408348305,0.499957457670382,20.25040415213137
ETTh,PETS_SELECTED_CALIBRATED,123,FINAL_TEST,10,1679,2.003292322158813,3.6645452976226807,2.3495092391967773,3.975656509399414,1.6390929222106934,12.40943272420383,6.4478535652160645,0.2943942504041521,1.6429826643419685,7.164714555015342,0.4895890942738024,2.95448525139654,12.7925657408053,0.5742350357355569,3.627502915625808,20.00960089320916,0.6086092380668765,3.9640117477561168,34.21577945925511,1.3093523979187012,0.9607908725738524,0.3573028279301456,0.295793095379903,1.0538110733032229,1.4704675674438477,5.87674617767334,0.5919393765050193,0.8930878314551327,0.8111836910247803,0.4526727885215106,0.2111584702508981,0.5827448311069514,20.65191865906577
Energy,PETS_SELECTED_CALIBRATED,0,FINAL_TEST,10,1910,6.310594081878662,22.11199951171875,6.894382476806641,20.607240676879883,5.493998169898987,27.78187566151692,23.496938705444336,0.1129230553477935,3.3906958394051845,23.2854827125805,0.193127687920718,5.905347229545611,47.23475576389077,0.2303279263275991,7.078867149229696,82.66730013097057,0.2478844310957367,7.665627109082679,153.23219414339243,2.634407997131348,0.394673079252243,0.1191392933839015,0.5914342248270381,2.535290479660034,3.974796772003174,37.39719772338867,0.3891064453704693,0.5311637672995323,3.40049409866333,0.3646769281970662,0.4429272995951467,1.8930254300673148,18.02834704562453
Energy,PETS_SELECTED_CALIBRATED,42,FINAL_TEST,10,1910,6.244630813598633,22.71495819091797,6.874070644378662,20.94184112548828,5.630667448043823,24.961818888121183,24.66761016845703,0.1294552285901271,3.157387056445433,23.561237527191697,0.2048712719708302,5.295577346960456,49.7779934220454,0.2387154076290202,6.213907260457338,89.92836648067447,0.2541703674270755,6.673072217218503,169.891419423481,2.314116716384888,0.2921904027462005,0.1018763361541264,0.5806969310957367,2.5046749114990234,3.96213698387146,37.36232376098633,0.4036444420700217,0.5265382755142958,3.6773061752319336,0.3779191872977633,0.429142764028074,1.682292445774121,17.64925205684368
Energy,PETS_SELECTED_CALIBRATED,123,FINAL_TEST,10,1910,5.894097805023193,21.56482696533203,6.37848424911499,20.198909759521484,5.196588635444641,25.348677510299314,22.48263931274414,0.1068775710545998,2.7770466099504434,21.979091440387837,0.1851746564136125,4.946820705038277,45.37071490688861,0.2217011616492146,6.015282986672451,80.1769199508147,0.2387732563575168,6.549514127473068,149.5778680205606,2.2318029403686523,0.3009761869907379,0.1034927358312002,0.599368338631264,2.4951138496398926,3.93038010597229,37.16334915161133,0.3916580593843122,0.5317610490844839,3.2904157638549805,0.3850884507059847,0.4421656578901587,1.699943904263276,17.722157816005982
AirQuality,PETS_SELECTED_CALIBRATED,0,FINAL_TEST,10,872,129.0604705810547,232.50509643554688,147.84658813476562,262.0143737792969,103.98861694335938,17.237176888221853,407.6669006347656,0.2076822916666666,98.40791091120356,456.5594231259267,0.3640417940876656,181.02215003933847,809.6296079200379,0.4414400962028542,225.438079387156,1250.537151913179,0.4742709129714577,247.64604405912235,2127.75025200922,82.33098602294922,35.69104766845703,0.3541040058266952,0.4156412262678389,54.3157844543457,66.96266174316406,258.8375244140625,0.6468516900474087,0.8534227566144467,39.04357147216797,0.4326041083297045,0.2744041727026255,1.1634811416921509,20.65519877675841
AirQuality,PETS_SELECTED_CALIBRATED,42,FINAL_TEST,10,872,135.37672424316406,251.6213531494141,158.66188049316406,283.8883972167969,107.46826553344728,17.233435921057954,412.7991027832031,0.2391194412589194,118.32399641789212,473.01785050231285,0.4117310939092762,213.26605960115324,812.4544935937695,0.4903418864678899,261.4861929708911,1229.991086033352,0.5234175904689092,285.5962596550989,2050.3640615465097,94.84718322753906,45.45958709716797,0.3769440949282961,0.3713474969737512,54.36587905883789,66.39567565917969,248.28472900390625,0.6479701632606831,0.8609694260394967,38.64307022094727,0.4122886635457377,0.2693239619646995,1.1258919469928643,20.037079510703364
AirQuality,PETS_SELECTED_CALIBRATED,123,FINAL_TEST,10,872,136.58290100097656,246.04428100585935,154.2226104736328,269.1959533691406,110.3075180053711,17.466547511823894,438.0886535644531,0.2082596680682976,99.9555419858436,482.7495705563296,0.3639024273700306,182.0170228624007,871.9610273104095,0.4373486875637105,225.0220816645596,1372.8976326299185,0.4693054759174312,246.52461106725383,2363.0425172759496,81.59585571289062,41.41173553466797,0.3316307754820258,0.4177959352701325,56.26210784912109,68.80562591552734,253.28240966796875,0.6449464427293173,0.8648850325450141,40.02043533325195,0.4195933510356061,0.2775096235798285,1.194317023445464,20.36264016309888
