system,seed,draw,metric,value,evaluator_sd
PETS_U_BF_EAA_DFULL,1,100003,context_fid,0.7920488396159205,0.0809797994397029
PETS_U_BF_EAA_DFULL,1,100003,correlation_score,0.0817038193345069,
PETS_U_BF_EAA_DFULL,1,100003,discriminative_score,0.1333333333333333,0.0088851597538188
PETS_U_BF_EAA_DFULL,1,100003,predictive_score,0.1177588197709458,0.0052968270553982
PETS_U_BF_EAA_DFULL,1,100004,context_fid,0.8315865569983977,0.089134015711235
PETS_U_BF_EAA_DFULL,1,100004,correlation_score,0.0701204240322113,
PETS_U_BF_EAA_DFULL,1,100004,discriminative_score,0.1280487804878048,0.0197865618775463
PETS_U_BF_EAA_DFULL,1,100004,predictive_score,0.1202721899814302,0.0086587470814025
PETS_U_BF_EAA_DFULL,2,100000,context_fid,0.8695170777569122,0.1009385597926524
PETS_U_BF_EAA_DFULL,2,100000,correlation_score,0.075793519616127,
PETS_U_BF_EAA_DFULL,2,100000,discriminative_score,0.1199186991869918,0.0177703195076377
PETS_U_BF_EAA_DFULL,2,100000,predictive_score,0.1163385889807007,0.0057733023403887
PETS_U_BF_EAA_DFULL,2,100001,context_fid,0.9328169837662188,0.1091021581672718
PETS_U_BF_EAA_DFULL,2,100001,correlation_score,0.0793890208005905,
PETS_U_BF_EAA_DFULL,2,100001,discriminative_score,0.1117886178861788,0.0255394893558505
PETS_U_BF_EAA_DFULL,2,100001,predictive_score,0.1171804236015911,0.0066180120803622
PETS_U_BF_EAA_DFULL,2,100002,context_fid,0.8776429965706042,0.1010431919392472
PETS_U_BF_EAA_DFULL,2,100002,correlation_score,0.0756981298327446,
PETS_U_BF_EAA_DFULL,2,100002,discriminative_score,0.1392276422764227,0.0164671781305114
PETS_U_BF_EAA_DFULL,2,100002,predictive_score,0.1175927230569868,0.0060611813144756
PETS_U_BF_EAA_DFULL,2,100003,context_fid,0.8840325546703224,0.1004425346413349
PETS_U_BF_EAA_DFULL,2,100003,correlation_score,0.0725271552801132,
PETS_U_BF_EAA_DFULL,2,100003,discriminative_score,0.1497967479674797,0.016239824679218
PETS_U_BF_EAA_DFULL,2,100003,predictive_score,0.1158230078359944,0.0055772735434277
PETS_U_BF_EAA_DFULL,2,100004,context_fid,0.9266541778001848,0.1103634556352127
PETS_U_BF_EAA_DFULL,2,100004,correlation_score,0.0713782161474227,
PETS_U_BF_EAA_DFULL,2,100004,discriminative_score,0.1294715447154471,0.0180917144808729
PETS_U_BF_EAA_DFULL,2,100004,predictive_score,0.1216162149450307,0.0132562744739432
PETS_U_BF_EAA_DFULL,42,100000,context_fid,0.9075802999430048,0.0853963776889125
PETS_U_BF_EAA_DFULL,42,100000,correlation_score,0.0720115974545478,
PETS_U_BF_EAA_DFULL,42,100000,discriminative_score,0.1215447154471544,0.0118445547027101
PETS_U_BF_EAA_DFULL,42,100000,predictive_score,0.1221425300732335,0.0126913067884766
PETS_U_BF_EAA_DFULL,42,100001,context_fid,0.9505675812822824,0.0904321639801345
PETS_U_BF_EAA_DFULL,42,100001,correlation_score,0.076291337609291,
PETS_U_BF_EAA_DFULL,42,100001,discriminative_score,0.1367886178861788,0.007840366472352
PETS_U_BF_EAA_DFULL,42,100001,predictive_score,0.1150153128117684,0.0062682023083904
PETS_U_BF_EAA_DFULL,42,100002,context_fid,0.8972283853218314,0.0846097697341356
PETS_U_BF_EAA_DFULL,42,100002,correlation_score,0.0776590257883071,
PETS_U_BF_EAA_DFULL,42,100002,discriminative_score,0.1495934959349593,0.0116387303270084
PETS_U_BF_EAA_DFULL,42,100002,predictive_score,0.1159314241437338,0.00580671474638
PETS_U_BF_EAA_DFULL,42,100003,context_fid,0.9015882955043728,0.0828805475660254
PETS_U_BF_EAA_DFULL,42,100003,correlation_score,0.0749731287360191,
PETS_U_BF_EAA_DFULL,42,100003,discriminative_score,0.1441056910569106,0.0061380767766428
PETS_U_BF_EAA_DFULL,42,100003,predictive_score,0.1146549671956715,0.005469656560769
PETS_U_BF_EAA_DFULL,42,100004,context_fid,0.942871642501081,0.0918303045357118
PETS_U_BF_EAA_DFULL,42,100004,correlation_score,0.0680345445871353,
PETS_U_BF_EAA_DFULL,42,100004,discriminative_score,0.1473577235772357,0.0112488569935135
PETS_U_BF_EAA_DFULL,42,100004,predictive_score,0.1154029825624244,0.0060673080162706
PETS_U_BF_EAA_DFULL,123,100000,context_fid,0.8846289450676771,0.0904197049612018
PETS_U_BF_EAA_DFULL,123,100000,correlation_score,0.0702698901295661,
PETS_U_BF_EAA_DFULL,123,100000,discriminative_score,0.1522357723577236,0.0328835156247224
PETS_U_BF_EAA_DFULL,123,100000,predictive_score,0.1152391842106226,0.007027988875187
PETS_U_BF_EAA_DFULL,123,100001,context_fid,0.9433386904349508,0.093987506567114
PETS_U_BF_EAA_DFULL,123,100001,correlation_score,0.0819343924522399,
PETS_U_BF_EAA_DFULL,123,100001,discriminative_score,0.1510162601626016,0.0131392653324341
PETS_U_BF_EAA_DFULL,123,100001,predictive_score,0.1181252533266767,0.0096771451393637
PETS_U_BF_EAA_DFULL,123,100002,context_fid,0.9149609372694568,0.0910463971922432
PETS_U_BF_EAA_DFULL,123,100002,correlation_score,0.0767814442515373,
PETS_U_BF_EAA_DFULL,123,100002,discriminative_score,0.1585365853658537,0.0031683856236016
PETS_U_BF_EAA_DFULL,123,100002,predictive_score,0.1145911101275487,0.007790050170475
PETS_U_BF_EAA_DFULL,123,100003,context_fid,0.9056478319648944,0.0881047266705385
PETS_U_BF_EAA_DFULL,123,100003,correlation_score,0.0802261754870414,
PETS_U_BF_EAA_DFULL,123,100003,discriminative_score,0.1638211382113821,0.0127077227905208
PETS_U_BF_EAA_DFULL,123,100003,predictive_score,0.1144242521418164,0.0069564582573603
PETS_U_BF_EAA_DFULL,123,100004,context_fid,0.9422082340010924,0.0968342949846056
PETS_U_BF_EAA_DFULL,123,100004,correlation_score,0.0657602399587631,
PETS_U_BF_EAA_DFULL,123,100004,discriminative_score,0.1646341463414634,0.0033949782700183
PETS_U_BF_EAA_DFULL,123,100004,predictive_score,0.1130396084936364,0.0076174074849715
PETS_U_BF_EFULL_DAA,0,100000,context_fid,0.7538780518171836,0.0754630678543654
PETS_U_BF_EFULL_DAA,0,100000,correlation_score,0.0706953555345535,
PETS_U_BF_EFULL_DAA,0,100000,discriminative_score,0.1347560975609756,0.0076402220037449
PETS_U_BF_EFULL_DAA,0,100000,predictive_score,0.1153811643216613,0.0061150387327697
PETS_U_BF_EFULL_DAA,0,100001,context_fid,0.8057594726270532,0.0803890870007477
PETS_U_BF_EFULL_DAA,0,100001,correlation_score,0.0785481333732605,
PETS_U_BF_EFULL_DAA,0,100001,discriminative_score,0.1443089430894309,0.0025386170725196
PETS_U_BF_EFULL_DAA,0,100001,predictive_score,0.1140031599884423,0.0064914260710614
PETS_U_BF_EFULL_DAA,0,100002,context_fid,0.7816789967811598,0.0756059848944163
PETS_U_BF_EFULL_DAA,0,100002,correlation_score,0.0832922905683517,
PETS_U_BF_EFULL_DAA,0,100002,discriminative_score,0.1473577235772357,0.0049285998589358
PETS_U_BF_EFULL_DAA,0,100002,predictive_score,0.1144644242203867,0.0057632369828094
PETS_U_BF_EFULL_DAA,0,100003,context_fid,0.7850940091416706,0.0754861533679339
PETS_U_BF_EFULL_DAA,0,100003,correlation_score,0.0777907893061637,
PETS_U_BF_EFULL_DAA,0,100003,discriminative_score,0.1538617886178862,0.0050772341450393
PETS_U_BF_EFULL_DAA,0,100003,predictive_score,0.113506843901329,0.0064777661334034
PETS_U_BF_EFULL_DAA,0,100004,context_fid,0.7980298305469181,0.0816025389624082
PETS_U_BF_EFULL_DAA,0,100004,correlation_score,0.0669816583395004,
PETS_U_BF_EFULL_DAA,0,100004,discriminative_score,0.1479674796747967,0.0175280574490653
PETS_U_BF_EFULL_DAA,0,100004,predictive_score,0.1138709424408261,0.0054824375560534
PETS_U_BF_EFULL_DAA,1,100000,context_fid,0.6943008598322497,0.0746779811522718
PETS_U_BF_EFULL_DAA,1,100000,correlation_score,0.0955980420112609,
PETS_U_BF_EFULL_DAA,1,100000,discriminative_score,0.1189024390243902,0.0224784251111789
PETS_U_BF_EFULL_DAA,1,100000,predictive_score,0.119130163319672,0.0071609033317605
PETS_U_BF_EFULL_DAA,1,100001,context_fid,0.7328275240051648,0.0769259000621212
PETS_U_BF_EFULL_DAA,1,100001,correlation_score,0.1043818145990371,
PETS_U_BF_EFULL_DAA,1,100001,discriminative_score,0.1189024390243902,0.0096795779673094
PETS_U_BF_EFULL_DAA,1,100001,predictive_score,0.1322940798519691,0.0263357359757309
PETS_U_BF_EFULL_DAA,1,100002,context_fid,0.7023515271930334,0.071593563956839
PETS_U_BF_EFULL_DAA,1,100002,correlation_score,0.1029446572065353,
PETS_U_BF_EFULL_DAA,1,100002,discriminative_score,0.1278455284552845,0.0188367597465002
PETS_U_BF_EFULL_DAA,1,100002,predictive_score,0.119384901975233,0.0059235331788302
PETS_U_BF_EFULL_DAA,1,100003,context_fid,0.7019416858303132,0.0715258525983396
PETS_U_BF_EFULL_DAA,1,100003,correlation_score,0.1038707122206687,
PETS_U_BF_EFULL_DAA,1,100003,discriminative_score,0.1376016260162601,0.0056655934409619
PETS_U_BF_EFULL_DAA,1,100003,predictive_score,0.114378529830598,0.0059781047074957
PETS_U_BF_EFULL_DAA,1,100004,context_fid,0.7274065588293834,0.0790954508215811
PETS_U_BF_EFULL_DAA,1,100004,correlation_score,0.0928747057914733,
PETS_U_BF_EFULL_DAA,1,100004,discriminative_score,0.1252032520325203,0.0241322739673906
PETS_U_BF_EFULL_DAA,1,100004,predictive_score,0.117123275613873,0.0054100742460574
PETS_U_BF_EFULL_DAA,2,100000,context_fid,0.8286259714740861,0.0959638186835415
PETS_U_BF_EFULL_DAA,2,100000,correlation_score,0.0744094401597976,
PETS_U_BF_EFULL_DAA,2,100000,discriminative_score,0.1241869918699187,0.022736081612691
PETS_U_BF_EFULL_DAA,2,100000,predictive_score,0.1170017291732013,0.0068736683035699
PETS_U_BF_EFULL_DAA,2,100001,context_fid,0.8841526896969354,0.1024475552947485
PETS_U_BF_EFULL_DAA,2,100001,correlation_score,0.0818415060639381,
PETS_U_BF_EFULL_DAA,2,100001,discriminative_score,0.1274390243902439,0.0069254979826832
PETS_U_BF_EFULL_DAA,2,100001,predictive_score,0.1163024973269178,0.007483492163645
PETS_U_BF_EFULL_DAA,2,100002,context_fid,0.8265085472638667,0.0935486376539112
PETS_U_BF_EFULL_DAA,2,100002,correlation_score,0.0768522694706916,
PETS_U_BF_EFULL_DAA,2,100002,discriminative_score,0.1270325203252032,0.0088432154137427
PETS_U_BF_EFULL_DAA,2,100002,predictive_score,0.1160430724344223,0.0056597177254979
PETS_U_BF_EFULL_DAA,2,100003,context_fid,0.8324965952778722,0.0934688496442354
PETS_U_BF_EFULL_DAA,2,100003,correlation_score,0.073170006275177,
PETS_U_BF_EFULL_DAA,2,100003,discriminative_score,0.1441056910569106,0.0183468034087752
PETS_U_BF_EFULL_DAA,2,100003,predictive_score,0.1155353548535155,0.0066844448238961
PETS_U_BF_EFULL_DAA,2,100004,context_fid,0.8821710117899331,0.103308881673417
PETS_U_BF_EFULL_DAA,2,100004,correlation_score,0.0732446163892746,
PETS_U_BF_EFULL_DAA,2,100004,discriminative_score,0.1323170731707317,0.0259200137888198
PETS_U_BF_EFULL_DAA,2,100004,predictive_score,0.1155901607685336,0.0074208820936308
PETS_U_BF_EFULL_DAA,42,100000,context_fid,0.8283131413182435,0.0834442720690949
PETS_U_BF_EFULL_DAA,42,100000,correlation_score,0.0838647037744522,
PETS_U_BF_EFULL_DAA,42,100000,discriminative_score,0.1288617886178862,0.0123365779719459
PETS_U_BF_EFULL_DAA,42,100000,predictive_score,0.115912449054728,0.0036491065338838
PETS_U_BF_EFULL_DAA,42,100001,context_fid,0.8772280930963919,0.0886635849852614
PETS_U_BF_EFULL_DAA,42,100001,correlation_score,0.0886519104242324,
PETS_U_BF_EFULL_DAA,42,100001,discriminative_score,0.1355691056910569,0.0044110842305306
PETS_U_BF_EFULL_DAA,42,100001,predictive_score,0.1155873675171885,0.0050810912771459
PETS_U_BF_EFULL_DAA,42,100002,context_fid,0.8290898507829844,0.0824750999972909
PETS_U_BF_EFULL_DAA,42,100002,correlation_score,0.0838789194822311,
PETS_U_BF_EFULL_DAA,42,100002,discriminative_score,0.1463414634146341,0.0047623473633577
PETS_U_BF_EFULL_DAA,42,100002,predictive_score,0.1143082085429038,0.0056799123205013
PETS_U_BF_EFULL_DAA,42,100003,context_fid,0.8365190392299411,0.0818526742785723
PETS_U_BF_EFULL_DAA,42,100003,correlation_score,0.0845697894692421,
PETS_U_BF_EFULL_DAA,42,100003,discriminative_score,0.1461382113821138,0.0060157108077027
PETS_U_BF_EFULL_DAA,42,100003,predictive_score,0.1138297743647551,0.0053842206145876
PETS_U_BF_EFULL_DAA,42,100004,context_fid,0.8603360965561042,0.0890359329256598
PETS_U_BF_EFULL_DAA,42,100004,correlation_score,0.0766681581735611,
PETS_U_BF_EFULL_DAA,42,100004,discriminative_score,0.1434959349593496,0.0160671985154241
PETS_U_BF_EFULL_DAA,42,100004,predictive_score,0.1143941779898038,0.0048372185968582
PETS_U_BF_EFULL_DAA,123,100000,context_fid,0.8570624019083896,0.0870186008022532
PETS_U_BF_EFULL_DAA,123,100000,correlation_score,0.079743817448616,
PETS_U_BF_EFULL_DAA,123,100000,discriminative_score,0.1445121951219512,0.0132893260473801
PETS_U_BF_EFULL_DAA,123,100000,predictive_score,0.1176492230917271,0.0059933399529629
PETS_U_BF_EFULL_DAA,123,100001,context_fid,0.8951972831659095,0.0880795774251081
PETS_U_BF_EFULL_DAA,123,100001,correlation_score,0.0898345559835434,
PETS_U_BF_EFULL_DAA,123,100001,discriminative_score,0.1558943089430894,0.0062580505359108
PETS_U_BF_EFULL_DAA,123,100001,predictive_score,0.1155741890235428,0.006699610184282
PETS_U_BF_EFULL_DAA,123,100002,context_fid,0.8635942212172671,0.0846736510003448
PETS_U_BF_EFULL_DAA,123,100002,correlation_score,0.0852977707982063,
PETS_U_BF_EFULL_DAA,123,100002,discriminative_score,0.1599593495934959,0.0109812541945041
PETS_U_BF_EFULL_DAA,123,100002,predictive_score,0.1164830732739877,0.0062641184402651
PETS_U_BF_EFULL_DAA,123,100003,context_fid,0.8761626622176917,0.0846056803901527
PETS_U_BF_EFULL_DAA,123,100003,correlation_score,0.0871243327856063,
PETS_U_BF_EFULL_DAA,123,100003,discriminative_score,0.158739837398374,0.0098760411489889
PETS_U_BF_EFULL_DAA,123,100003,predictive_score,0.1137511482490178,0.0061069909419923
PETS_U_BF_EFULL_DAA,123,100004,context_fid,0.8902530240372606,0.0907880636085037
PETS_U_BF_EFULL_DAA,123,100004,correlation_score,0.0735444501042366,
PETS_U_BF_EFULL_DAA,123,100004,discriminative_score,0.1585365853658537,0.0153168983988786
PETS_U_BF_EFULL_DAA,123,100004,predictive_score,0.1132751997518729,0.0069039085580106
PETS_U_BF_EFULL_DFULL,0,100000,context_fid,0.8497552256083726,0.0876648847673778
PETS_U_BF_EFULL_DFULL,0,100000,correlation_score,0.0734497010707855,
