system,seed,draw,path,sha256,shape,archived_reuse,checkpoint_sha256,paired_noise_group
PETS_U_BF_EFULL_DAA,2,100000,samples/PETS_U_BF_EFULL_DAA/seed_2/draw_100000/samples.npy,b967c03e12cef99cb8dac8ac66183280502824b9d53c9246887a9af28942c997,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100000
PETS_U_BF_EFULL_DAA,2,100001,samples/PETS_U_BF_EFULL_DAA/seed_2/draw_100001/samples.npy,2055ee9b9f825bd3f3786cbcb71769fefc81ec0fccd3394637685d91a53de5dd,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100001
PETS_U_BF_EFULL_DAA,2,100002,samples/PETS_U_BF_EFULL_DAA/seed_2/draw_100002/samples.npy,b71e29733e23c2e088f55e79dbbd644a95e391bed4d6a4a1b87c7d0bc4e08c3b,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100002
PETS_U_BF_EFULL_DAA,2,100003,samples/PETS_U_BF_EFULL_DAA/seed_2/draw_100003/samples.npy,cc699bc67afe556d5ad38e749a695b4e8cd1d4a73c6db969defee628414c5bcb,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100003
PETS_U_BF_EFULL_DAA,2,100004,samples/PETS_U_BF_EFULL_DAA/seed_2/draw_100004/samples.npy,a8b0be22b991de7f6b7f8b2c22353faa92cdba984c36040e72a72163431ca40f,4096x128x7,False,08459c26b2f89d9b1c5bd196d3bf685e9326423373b5449d661505e957e569d8,2:100004
PETS_U_BF_EFULL_DAA,42,100000,samples/PETS_U_BF_EFULL_DAA/seed_42/draw_100000/samples.npy,d84d9e9aa96fed4ddab30042f51fb15c4c5a06e1e2e0ecbf64d88ebd5d12431c,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100000
PETS_U_BF_EFULL_DAA,42,100001,samples/PETS_U_BF_EFULL_DAA/seed_42/draw_100001/samples.npy,f0759ffc2880b0d8ec16a5cb83aea1664b4ceb267d504b3171e1fe330f490ee1,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100001
PETS_U_BF_EFULL_DAA,42,100002,samples/PETS_U_BF_EFULL_DAA/seed_42/draw_100002/samples.npy,2f6cd5456b0ba80945958ff83c0fd51e4b295a455a7a1f9f90eb2161d1f44a95,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100002
PETS_U_BF_EFULL_DAA,42,100003,samples/PETS_U_BF_EFULL_DAA/seed_42/draw_100003/samples.npy,0ecb0c9e14914eed9b73a93efb893623bacb1c734869dc50c4ca1757db4a1b44,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100003
PETS_U_BF_EFULL_DAA,42,100004,samples/PETS_U_BF_EFULL_DAA/seed_42/draw_100004/samples.npy,4821d0b473f5ff1358a01276a8bb504cbfb2d11f239dba4da9aafdded37e858b,4096x128x7,False,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,42:100004
